,caseid,community,match_rate
0,1249937987,62,0.9333333333333333
1,1244727923,17,1.0
2,1242475831,76,0.8333333333333334
3,1245012269,62,0.9666666666666667
4,1241022359,15,1.0
5,1239356641,33,0.9333333333333333
6,1236207023,19,1.0
7,1244526205,43,0.8666666666666667
8,1232663321,17,1.0
9,1245162103,67,0.9666666666666667
10,1237598511,28,1.0
11,1242526779,37,0.8333333333333334
12,1245177145,56,0.9333333333333333
13,1240705581,26,0.8666666666666667
14,1242478789,67,0.9
15,1234863299,74,0.8666666666666667
16,1238079387,51,0.9666666666666667
17,1246578297,24,0.9666666666666667
18,1235567217,14,0.8666666666666667
19,1236688157,76,0.8333333333333334
20,1255869345,12,0.8666666666666667
21,1242431703,18,1.0
22,1237858209,70,0.9333333333333333
23,1242787135,40,0.8
24,1242429083,65,1.0
25,1249716071,21,0.9666666666666667
26,1240087623,71,0.9
27,1237032173,65,0.9
28,1249863351,51,0.9
29,1237908889,17,1.0
30,1244694681,27,0.8666666666666667
31,1238294423,40,0.9
32,1237400307,74,0.8
33,1237464259,43,0.8666666666666667
34,1239831951,41,0.9
35,1238391153,56,0.9
36,1239619389,10,0.9333333333333333
37,1239677341,52,0.9333333333333333
38,1237561619,57,0.8333333333333334
39,1246439677,56,0.9
40,1245946359,30,0.9333333333333333
41,1244579131,50,0.9666666666666667
42,1237467169,47,0.9
43,1255945721,63,1.0
44,1241126287,41,1.0
45,1237703171,45,0.9
46,1241743255,53,0.8666666666666667
47,1245222609,7,0.9
48,1239706641,11,0.9333333333333333
49,1239707367,60,1.0
50,1239155767,6,0.9
51,1237498721,21,0.9666666666666667
52,1242548749,69,1.0
53,1241067633,37,0.9
54,1237525365,54,0.9
55,1250157911,11,0.9666666666666667
56,1243711257,30,0.9666666666666667
57,1238395021,6,0.9666666666666667
58,1244012401,29,0.9666666666666667
59,1240169421,76,0.9
60,1240350755,57,0.9333333333333333
61,1236583573,32,0.9666666666666667
62,1239577159,34,0.9333333333333333
63,1238514437,8,0.9333333333333333
64,1236390527,52,0.9666666666666667
65,1237657397,40,0.9333333333333333
66,1241021159,20,0.9666666666666667
67,1255831079,65,1.0
68,1237646891,63,1.0
69,1237330195,74,0.9666666666666667
70,1241020639,32,0.8666666666666667
71,1244450575,34,0.9
72,1241524999,14,0.9
73,1239655377,17,1.0
74,1236632893,53,0.8666666666666667
75,1236208691,29,0.8666666666666667
76,1245174127,67,0.9666666666666667
77,1237854489,53,0.9333333333333333
78,1255849521,22,1.0
79,1241111407,1,0.8666666666666667
80,1245400015,36,0.9666666666666667
81,1238817005,63,0.9333333333333333
82,1238132009,19,1.0
83,1247684733,47,0.9310344827586207
84,1241069317,65,1.0
85,1242821545,17,1.0
86,1232029759,28,0.9666666666666667
87,1236890733,25,0.9333333333333333
88,1242767643,10,0.9666666666666667
89,1240230661,24,0.9666666666666667
90,1241037897,54,0.8666666666666667
91,1239365431,70,0.8333333333333334
92,1239736413,0,0.8333333333333334
93,1241150727,75,0.9666666666666667
94,1236815145,74,0.9333333333333333
95,1234990657,65,1.0
96,1243854421,26,1.0
97,1242665527,9,0.9666666666666667
98,1232442083,3,0.9666666666666667
99,1240461335,72,0.9666666666666667
100,1255812957,0,0.9666666666666667
101,1240460217,30,0.9666666666666667
102,1237434895,26,1.0
103,1245174043,17,1.0
104,1243945363,15,0.9666666666666667
105,1243753477,27,0.9
106,1243803349,3,1.0
107,1237439219,57,0.8333333333333334
