caseid,birthyr,gender4,educ,pid3,ideo5,faminc_new,religpew,race
1235765327,B,A,B,A,C,F,K,A
1244628671,B,A,C,A,C,F,E,A
1232498991,B,B,C,A,D,E,L,A
1238678465,C,A,B,C,C,C,K,C
1237558975,B,B,C,A,B,I,A,A
1236554391,D,B,F,C,C,M,K,C
1241718619,D,A,B,B,D,D,A,A
1238686463,B,A,C,B,E,K,A,A
1255856167,B,A,C,C,D,I,A,A
1240402439,B,B,E,B,D,H,A,A
1246636309,B,A,B,B,E,I,A,B
1243873123,C,A,E,A,C,E,K,A
1236890261,B,A,F,C,E,L,L,A
1242429959,B,A,F,B,D,H,A,A
1236899431,B,B,D,A,B,F,K,A
1240432593,B,A,E,A,C,K,J,A
1255887991,B,A,D,B,E,I,A,A
1239768719,B,A,F,C,D,K,A,A
1245201197,A,B,E,B,D,K,A,A
1242915687,B,B,E,A,A,H,J,A
1245174527,B,A,C,B,E,D,B,A
1239704285,B,A,E,B,E,H,A,A
1198746071,D,A,E,A,B,L,B,A
1237430623,B,B,E,C,C,J,L,A
1238156409,C,B,E,D,A,G,J,A
1247693069,B,B,B,B,E,G,A,A
1240146061,B,A,C,B,E,H,A,A
1243856313,B,B,E,B,D,E,A,A
1237408271,C,A,C,C,C,B,J,C
1235357433,C,B,E,B,D,C,B,F
1242221185,C,B,E,C,C,F,L,B
1238686221,C,B,F,B,E,L,B,C
1247689643,B,B,C,A,B,D,L,C
1238767863,B,A,C,A,B,C,L,B
1236363859,C,A,B,A,B,B,K,A
1235886157,C,B,B,B,E,D,A,A
1238088525,D,B,F,A,B,H,I,A
1247032419,D,B,B,C,C,D,A,A
1236841953,B,B,B,A,B,C,K,A
1235571183,D,A,D,C,D,C,K,A
1232940607,B,A,C,B,C,C,K,A
1235566663,B,B,B,D,C,H,K,A
1244559435,C,A,F,A,C,L,K,B
1238344279,E,B,C,C,E,G,L,A
1238721647,C,A,B,C,C,H,K,A
1240459881,B,B,F,B,D,G,A,C
1247683853,B,A,F,C,C,D,B,C
1249693823,A,A,E,B,D,K,A,A
1242408909,B,A,D,B,E,I,A,C
1239490359,B,A,E,B,E,F,B,C
1240637991,D,A,C,C,C,F,I,C
1246247457,B,B,B,B,D,C,B,C
1249694021,C,A,B,C,C,E,B,C
1242460505,B,A,E,C,C,J,B,C
1238345499,A,B,F,C,A,H,B,C
1243728285,B,B,F,A,A,J,E,C
1242933159,B,A,F,A,C,G,B,C
1251664649,B,A,E,A,C,L,J,B
1238969053,B,A,E,A,A,H,A,B
1236837215,B,B,E,A,C,J,L,B
1249716103,B,B,E,A,C,H,L,B
1238094327,B,A,E,A,A,E,A,B
1249716145,B,B,F,A,C,I,B,G
1238094187,B,B,E,A,B,G,A,B
1237493661,B,B,E,C,D,K,A,B
1247685129,B,B,E,A,C,K,I,B
1251665259,B,B,E,A,B,G,A,B
1249716187,B,B,D,A,C,B,L,B
1246387245,C,B,A,A,C,C,L,B
1239119713,B,B,F,A,B,J,L,B
1237338849,B,B,E,A,C,K,A,B
1247685353,B,B,E,C,D,L,L,B
1235044297,B,A,F,C,B,K,K,B
1240548147,B,B,F,A,C,D,B,B
1247685435,B,B,F,A,A,G,A,B
1237530441,B,B,C,A,C,D,A,B
1247685629,B,B,E,C,C,M,A,B
1238728383,B,A,E,C,A,G,K,B
1247685699,B,B,E,A,C,E,A,B
1249716293,B,B,C,A,B,E,A,B
1235675047,B,B,F,A,C,B,A,B
1232901323,B,B,E,A,C,B,A,B
1249716395,C,B,E,A,A,E,K,B
1249716437,B,B,E,A,B,E,K,B
1236091013,D,B,B,C,D,D,K,A
1238012883,C,B,B,B,C,E,K,A
1237607685,B,B,B,B,D,C,L,F
1242719031,B,B,E,B,E,I,B,C
1239484907,C,A,B,B,E,C,A,A
1242967869,B,A,F,A,C,I,A,A
1240325297,B,B,E,C,B,D,K,A
1234862455,B,B,C,A,C,B,J,A
1236249349,D,B,E,C,B,H,K,A
1257248839,D,B,E,A,B,F,L,F
1241496759,C,B,B,B,D,G,K,D
1243991199,B,B,C,B,E,D,A,A
1245174751,C,A,E,A,B,L,K,B
1238945505,C,B,D,A,C,C,J,C
1257249253,C,B,E,B,E,M,A,A
1255887371,A,A,E,C,E,L,A,A
1238294323,A,B,B,A,C,J,A,B
1240061621,A,A,F,A,B,F,K,A
1240378965,D,A,F,B,C,I,B,A
1241970833,D,B,F,B,E,H,A,A
1240635727,C,B,F,C,C,M,A,A
1239767127,C,A,E,C,C,G,L,A
1238092945,B,A,E,B,D,D,B,A
1243729781,C,B,E,A,B,K,I,A
1242482475,B,B,C,C,C,L,A,A
1236814523,C,A,F,B,E,L,A,A
1247684159,B,B,D,A,C,F,B,F
1241105377,C,B,E,A,A,L,K,A
1237657031,C,B,B,A,C,C,I,B
1240430463,B,B,F,A,C,D,A,F
1251861515,D,B,F,A,E,H,A,C
1243820831,B,B,D,A,A,M,G,A
1236769355,D,B,E,A,B,H,J,A
1239118435,D,B,F,A,A,I,L,H
1248311951,B,B,C,B,E,J,B,C
1247684557,B,B,F,B,D,F,A,A
1243873453,C,A,C,C,C,F,B,B
1237561535,A,B,E,A,C,J,A,A
1238999817,B,A,E,D,C,J,L,A
1240429465,B,A,E,B,C,E,A,A
1247684871,E,C,D,D,A,A,J,C
1243745931,C,B,E,C,B,J,E,G
1240719479,D,B,E,B,D,F,A,A
1238213131,C,B,F,A,B,D,B,C
1244941839,D,D,E,B,D,J,A,A
1247764341,C,A,B,C,C,H,K,C
1243041087,B,B,F,A,B,G,B,C
1246388793,E,A,E,B,C,J,I,C
1240327407,D,A,F,C,A,I,K,C
1247684615,B,B,E,A,A,G,A,B
1243647961,B,B,E,A,D,M,A,B
1241123369,B,A,F,A,B,B,L,B
1249716233,C,B,D,A,C,D,A,B
1236632959,C,A,E,C,C,K,K,B
1239579175,B,B,C,A,C,B,L,B
1251665839,B,B,E,B,D,E,K,B
1249716349,B,B,E,A,B,O,B,B
1251666027,B,B,D,A,C,C,A,B
1240462269,E,A,F,A,C,L,A,G
1242896061,B,B,B,C,A,D,K,A
1236992137,D,B,B,A,A,G,K,A
1240238819,D,A,C,C,C,K,A,A
1237560385,B,B,E,A,C,J,E,A
1235539557,B,B,C,B,E,H,L,A
1240404431,C,A,E,A,A,N,K,A
1242502915,B,B,D,A,B,J,I,A
1243928215,B,B,E,A,A,C,K,C
1237954089,B,A,C,A,E,H,B,C
1239520209,C,A,D,C,A,G,K,C
1236673211,C,B,B,C,C,C,A,A
1245090831,C,B,B,A,A,I,B,A
1238966911,C,A,D,C,D,K,A,A
1232539839,C,A,E,C,C,I,A,A
1232899205,B,A,E,B,E,P,A,A
1242984307,B,A,E,B,C,H,J,A
1237946809,C,A,C,C,D,N,A,A
1242930851,A,A,C,B,E,C,A,A
1246450765,B,B,E,B,D,J,A,A
1239098211,B,B,D,C,D,K,A,A
1242966631,B,A,E,A,B,D,J,A
1236869313,B,B,E,B,D,J,B,A
1255812719,A,A,C,B,D,I,A,A
1242501669,A,A,C,C,D,H,A,A
1239078651,B,A,C,B,E,G,K,A
1238335347,B,B,C,B,E,K,B,A
1237525511,A,A,D,B,E,F,A,A
1232934847,B,A,C,B,E,I,L,A
1255832917,B,A,E,B,D,K,A,A
1232631931,B,A,C,C,C,D,A,G
1240327325,B,B,D,C,A,D,I,A
1242410563,B,A,C,C,D,K,A,A
1238965101,B,B,E,A,A,H,I,A
1237286531,B,B,E,A,A,H,I,A
1238988767,B,B,E,B,C,H,B,A
1238092443,B,A,E,C,C,H,A,A
1235358021,A,B,D,B,D,H,B,A
1239769441,B,A,E,A,C,O,I,A
1232850559,A,B,F,C,B,E,K,A
1242428383,B,A,C,B,C,K,K,A
1238964949,C,A,D,B,E,F,A,A
1240378453,A,A,C,A,C,H,A,A
1241392843,D,B,F,A,A,F,K,A
1240032259,B,A,E,A,A,I,E,A
1240376445,C,B,C,B,D,F,A,A
1238288399,C,B,F,B,C,H,A,A
1238966997,B,B,D,A,B,B,A,A
1242243373,B,A,F,B,D,D,A,A
1239704957,B,A,F,A,A,F,J,A
1249775135,B,A,C,C,A,H,K,A
1239554875,B,B,C,C,E,D,A,A
1241021095,B,B,C,B,D,C,A,A
1238164877,C,B,E,A,B,N,I,A
1238463029,B,B,F,A,D,E,B,C
1234686395,C,B,E,C,B,J,A,A
1239249341,B,B,D,B,D,E,A,A
1250230069,C,A,E,C,D,K,A,A
1240137997,C,B,F,A,B,K,A,B
1238967427,B,B,D,B,C,F,B,A
1242948391,A,B,C,A,C,B,A,A
1241168003,B,B,C,B,E,B,B,A
1232616931,B,B,E,B,D,G,A,A
1237433811,D,B,E,C,C,J,J,A
1245065597,B,B,D,B,E,F,A,A
1238212883,D,A,E,A,A,N,I,A
1236839775,C,B,D,B,D,J,L,A
1235355395,B,B,D,B,C,D,A,A
1245222611,C,B,C,B,E,J,A,A
1237401181,C,B,D,D,D,F,A,A
1236891453,B,B,E,C,C,K,B,A
1239707217,B,B,D,B,D,F,L,A
1239095265,A,B,D,B,C,D,A,A
1242451763,C,B,E,B,E,J,A,A
1242660885,C,A,E,C,C,K,A,E
1239205999,B,B,C,B,D,F,A,A
1232692233,B,A,E,B,D,J,B,C
1237858653,C,B,C,A,B,E,K,F
1237374325,B,A,F,C,C,L,A,B
1240673909,C,B,C,A,C,A,A,B
1238252721,C,B,C,C,C,G,K,B
1235324861,B,B,F,C,C,J,A,B
1242259013,D,B,B,B,E,E,A,A
1238877333,B,A,D,A,B,J,I,A
1237387095,C,A,C,C,C,H,K,A
1236946827,D,A,E,D,E,D,B,A
1240563963,B,B,C,C,B,J,K,A
1236751493,B,B,E,A,B,B,I,A
1237607935,B,B,C,A,B,C,L,A
1232852717,C,A,C,C,B,F,I,A
1242897813,B,A,F,B,E,M,A,A
1235338221,C,A,E,B,D,K,L,A
1242572319,B,B,F,C,C,K,B,A
1238137345,B,A,F,C,C,D,E,G
1243168607,D,B,F,C,D,J,A,A
1239079343,D,B,F,A,A,K,A,A
1243003507,B,A,E,B,E,I,K,A
1246667185,C,B,D,B,D,H,E,A
1237905549,B,A,C,C,C,K,J,A
1240376557,C,B,D,C,C,J,K,A
1241020921,B,B,D,C,C,I,A,A
1246523555,C,B,D,B,D,I,A,A
1242430953,B,B,F,C,D,J,A,A
1238965877,B,B,E,A,A,G,L,A
1236026249,B,B,B,A,D,I,G,A
1237096347,C,A,B,C,C,A,K,C
1260825743,C,A,D,C,D,H,L,F
1242461295,B,A,E,C,B,K,J,A
1239002407,B,B,E,A,A,B,L,A
1239036553,A,B,E,B,D,F,A,E
1236178169,C,B,E,A,A,D,I,A
1237011261,D,A,E,A,B,G,B,D
1239086905,B,A,E,A,A,H,A,A
1241095639,A,A,D,C,B,L,L,A
1232537871,B,A,C,B,D,G,L,A
1247684763,B,B,C,A,C,B,E,A
1237466785,B,A,C,B,E,E,A,A
1240766023,B,A,E,A,B,D,K,H
1238081795,B,A,C,C,D,H,A,A
1242391765,A,A,E,C,B,A,L,A
1239005653,A,B,C,A,C,C,A,A
1232838069,B,A,C,B,D,D,B,A
1240403823,B,A,E,A,A,B,J,F
1232933583,A,B,F,A,B,J,A,A
1232847631,B,A,C,C,B,K,I,A
1239401553,B,A,C,C,C,C,L,A
1241128937,A,A,D,B,D,G,E,A
1235490985,B,A,C,A,C,F,I,A
1238088447,D,A,F,A,A,L,I,A
1236890905,B,A,F,A,B,J,I,F
1242841255,B,B,E,B,D,I,E,A
1241075389,B,A,D,A,A,G,A,A
1243927507,D,A,F,A,B,J,J,A
1232877183,B,B,D,B,E,C,A,A
1241619163,D,A,B,C,D,D,K,A
1238565149,D,B,E,C,C,C,L,B
1232819391,B,A,D,C,E,G,A,G
1236778609,D,B,E,C,C,H,K,B
1252783785,C,B,D,C,B,G,K,B
1187159971,D,C,B,C,C,A,K,A
1240280253,D,A,E,A,C,G,K,D
1236248493,D,B,C,C,C,F,G,F
1243911985,B,B,C,B,C,A,A,A
1236784357,B,B,C,A,A,F,K,A
1244190595,B,B,E,C,C,L,B,A
