caseid,birthyr,gender4,race,educ,region,ideo5,religpew,faminc_new,pid3,327a,327b,327d,330a,330b,330c,331a,331b,331d,332a,332b,332c,332d,332e,332f,332g,333a,333b,333c,333d,334a,334b,334c,334d,334e,334f,334g,334h,355a,355e
1240495173,D,B,B,B,C,B,L,C,C,A,A,A,B,A,B,A,A,B,A,A,B,B,B,B,A,A,A,A,A,A,A,B,A,A,A,A,A,A,B
1242967077,A,A,A,E,A,D,B,J,C,B,A,A,A,B,A,B,A,A,B,B,A,B,A,B,B,B,B,B,B,A,A,A,B,B,B,B,B,B,B
1242883471,C,A,A,C,D,D,B,L,C,B,A,A,A,B,B,B,A,A,B,A,A,A,A,B,B,B,B,B,B,B,A,A,B,A,A,B,A,B,B
1255907015,B,A,A,E,D,D,A,E,B,B,B,A,A,B,A,B,A,A,A,B,A,A,A,B,A,B,B,B,B,B,A,A,B,B,B,A,B,B,B
1236646015,D,B,A,B,B,A,K,C,A,A,A,B,B,A,B,A,A,B,A,B,B,B,B,B,B,A,A,A,A,B,A,A,B,A,A,A,A,A,A
1238953301,B,A,A,C,B,E,A,H,B,B,A,A,A,B,A,B,A,A,B,A,A,A,A,B,A,B,B,B,B,B,A,A,B,B,A,B,B,B,B
1232131263,D,B,A,E,B,A,K,E,D,A,A,A,A,A,B,A,B,B,A,B,B,B,B,B,B,A,A,A,A,A,A,B,A,A,A,A,A,A,A
1240431559,C,B,A,E,C,B,K,L,A,A,A,A,A,A,B,A,B,B,A,B,B,B,B,B,A,A,A,A,A,A,A,B,A,A,A,A,A,A,B
1242548791,B,B,A,F,D,D,B,D,C,B,A,A,A,B,A,B,A,A,B,A,A,A,A,B,B,B,B,B,B,A,A,A,B,A,A,B,B,B,B
1235026755,C,A,A,F,C,B,J,K,A,A,A,A,A,A,B,A,B,B,A,B,B,B,B,B,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A
1232659739,B,B,A,F,D,C,B,H,C,B,A,A,B,A,B,A,A,A,A,A,B,B,B,B,B,B,B,B,A,A,A,A,B,A,A,B,A,B,B
1240489041,C,B,A,F,C,D,L,K,B,B,A,B,A,B,B,A,A,A,B,A,A,A,A,B,A,B,A,B,A,B,A,A,B,A,B,B,B,B,B
1242547351,A,B,A,C,C,C,I,D,A,A,A,B,A,A,B,A,A,B,A,B,B,B,B,B,B,A,A,A,A,A,A,A,B,A,A,A,A,A,B
1243429641,C,B,A,D,B,D,A,B,D,B,A,B,A,B,A,A,A,A,B,A,A,B,A,B,B,B,B,B,B,B,A,A,B,B,B,B,B,B,B
1246469937,C,B,A,E,B,D,L,K,C,A,A,A,A,A,B,B,B,B,B,A,A,A,B,B,A,B,B,B,A,A,A,B,B,B,A,B,A,B,A
1240280699,D,B,A,D,C,D,K,G,B,A,A,A,A,B,B,B,A,A,A,B,A,B,B,B,A,A,A,B,A,B,A,A,B,B,A,B,A,B,B
1236251277,C,A,A,B,B,C,A,H,C,A,A,A,A,A,B,B,A,A,B,A,A,B,B,B,B,A,B,A,A,B,A,A,B,B,A,B,A,B,B
1237367055,C,A,A,C,D,C,E,M,A,B,A,A,B,A,B,A,A,B,A,B,B,B,B,B,A,A,A,A,A,A,A,A,B,A,A,B,A,A,B
1237705363,D,B,A,E,B,D,K,H,B,A,A,A,B,A,B,B,A,B,A,A,A,B,B,B,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B
1243805855,D,B,C,D,C,E,B,M,B,B,A,A,A,B,B,B,A,A,B,A,A,A,A,B,B,A,B,B,A,B,A,A,B,B,A,B,A,B,B
1239654293,D,B,A,E,D,D,E,I,B,B,A,B,A,A,B,B,A,A,B,B,A,A,A,B,B,B,A,B,B,A,A,A,B,A,A,B,B,B,B
1255867599,B,A,A,E,C,D,A,E,C,B,A,A,A,B,A,A,A,A,A,B,B,B,B,B,A,A,A,B,B,B,A,A,B,B,A,B,A,B,A
1244609507,C,B,E,D,C,C,L,I,B,B,A,A,A,B,A,B,A,A,A,B,A,B,A,B,B,B,A,B,B,A,A,A,B,B,A,B,A,B,B
1255813041,A,A,A,F,C,D,E,J,B,B,B,A,A,B,B,B,A,A,A,B,A,A,A,B,B,B,B,B,B,B,B,A,B,B,A,B,B,B,B
1240432537,B,A,F,F,B,C,A,J,C,B,A,A,A,B,A,B,A,B,B,A,B,A,A,B,A,B,B,B,B,A,A,B,B,B,A,B,A,B,B
1232901343,B,A,A,D,C,D,A,E,B,B,A,A,A,B,A,B,A,A,B,A,A,A,A,B,B,B,A,B,A,A,A,A,B,B,B,B,B,B,B
1242428295,B,A,A,E,B,B,A,J,A,A,A,A,A,A,B,A,A,B,A,B,B,B,B,B,A,A,A,A,B,A,A,B,A,A,A,A,A,A,A
1239708297,B,A,A,E,C,D,A,F,B,B,A,A,A,B,A,B,A,A,B,A,A,A,A,B,A,B,B,B,B,B,A,A,B,B,A,B,A,B,B
1243813831,B,A,A,F,A,D,B,N,B,B,B,B,A,B,B,B,A,A,B,A,A,A,A,B,B,B,B,B,B,A,A,A,B,B,A,B,B,B,B
1245254991,B,B,A,C,D,C,B,F,C,B,A,B,A,A,B,A,A,A,A,B,A,B,B,B,A,A,A,A,A,A,A,A,B,A,A,B,A,A,B
1243765111,C,B,A,F,B,B,I,H,A,A,A,A,A,A,B,A,B,B,A,B,B,B,B,B,A,A,A,A,A,B,A,B,A,A,A,B,A,A,B
1238212895,C,A,A,C,D,A,A,B,A,A,A,A,A,A,B,A,A,B,A,B,B,B,B,B,B,A,A,A,A,A,A,B,A,A,A,B,A,A,B
1240345583,B,B,F,C,B,E,L,A,D,A,A,A,A,A,B,B,A,A,B,B,A,A,A,A,A,A,A,A,B,A,A,A,B,A,A,A,A,A,B
1245365807,B,B,A,B,A,C,B,K,C,A,A,B,A,A,B,A,A,A,A,A,A,B,B,B,A,A,B,A,A,B,A,B,B,B,B,B,B,A,B
1245048297,B,A,A,E,B,D,A,D,B,B,A,A,A,B,A,B,A,A,B,A,A,A,B,B,A,B,B,B,B,A,A,A,B,B,A,B,A,B,B
1242502419,B,A,A,E,C,C,A,M,A,A,A,A,B,A,B,A,A,B,A,B,B,B,B,B,A,A,A,A,B,A,A,B,B,A,A,A,A,A,B
1232691029,A,A,A,D,B,E,A,I,B,B,A,B,A,B,A,B,A,A,B,A,A,A,A,B,B,B,A,B,A,B,A,A,B,A,A,B,A,A,B
1240619599,A,A,A,D,A,E,B,J,B,B,B,A,A,B,A,B,A,A,B,A,A,A,A,B,B,B,A,A,B,A,A,A,B,B,A,B,B,B,A
1232523251,B,A,E,F,D,C,A,J,B,B,A,A,A,B,B,A,A,B,A,B,B,B,B,B,A,A,A,A,A,B,A,A,B,B,A,B,A,A,B
1237706473,B,B,A,B,A,C,K,F,C,B,A,A,A,A,B,B,A,A,A,B,B,B,A,B,A,B,B,A,A,B,A,A,B,B,A,B,B,B,B
1238734205,B,A,G,A,C,C,L,B,A,A,B,B,A,A,B,A,A,A,A,B,B,B,A,A,B,A,B,B,A,B,A,B,A,A,A,A,A,B,B
1247685363,B,B,B,C,C,B,A,N,A,A,A,A,A,A,B,B,A,B,A,B,B,B,B,B,B,A,A,A,A,A,A,B,A,A,A,A,A,A,B
1238897483,B,A,A,E,B,E,B,I,B,B,B,A,A,B,A,B,A,A,B,A,A,A,A,B,B,B,B,B,B,B,B,A,B,B,B,B,B,B,B
1242475779,B,B,A,E,B,C,A,F,B,B,A,A,B,B,B,B,A,A,A,A,A,A,A,B,A,A,A,B,B,B,A,A,B,A,A,B,A,B,B
1243712053,B,A,A,F,D,B,K,I,A,A,B,A,B,A,B,B,B,B,A,B,B,B,B,B,A,A,B,A,A,A,A,B,B,A,A,A,A,A,A
1242428309,A,A,A,F,D,B,E,H,A,A,A,A,B,A,B,A,A,B,A,B,B,B,B,B,A,A,A,A,A,A,A,A,B,A,A,A,A,A,B
1242352985,B,A,A,C,D,B,I,M,A,A,A,A,A,A,B,A,A,B,A,B,B,B,B,B,A,A,A,A,A,A,A,A,B,A,A,B,A,A,A
1255869023,B,A,A,E,B,A,I,C,A,A,A,A,B,A,B,A,A,B,A,B,B,B,B,B,A,A,A,A,A,A,A,B,B,A,A,A,A,A,A
1246402981,B,B,C,B,C,C,B,G,A,A,A,B,A,A,B,B,A,A,B,A,A,B,B,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A
1242526065,B,A,A,E,B,C,A,H,A,A,A,A,A,A,A,A,A,B,A,B,B,B,A,B,A,A,A,A,A,A,A,A,B,B,A,B,A,A,B
1236715881,B,A,A,E,A,C,E,I,C,A,A,B,B,A,B,A,A,A,A,A,B,B,B,B,B,B,A,B,B,B,A,A,B,A,B,B,B,A,B
1246413897,A,A,C,E,C,C,A,E,A,B,A,A,B,A,B,A,A,A,A,B,B,B,B,B,A,A,A,A,A,B,A,A,B,A,A,B,A,A,A
1237402931,A,A,A,F,B,C,L,K,C,A,A,A,B,A,B,A,A,B,A,B,B,B,B,B,A,A,A,A,A,A,A,B,B,A,A,A,A,A,B
1245141249,A,A,A,E,D,E,K,C,D,B,A,A,A,B,A,B,A,A,B,A,A,B,A,A,A,B,B,B,B,B,A,A,B,B,B,B,A,B,B
1255210837,A,A,A,F,D,E,A,I,B,B,B,A,A,B,A,A,A,A,B,A,A,A,A,B,B,B,B,B,B,B,A,A,B,A,B,B,A,B,B
1242821929,B,A,A,D,D,C,A,M,B,B,A,A,A,B,A,A,A,B,A,A,B,B,B,B,B,A,A,A,A,B,B,A,B,B,B,B,B,A,B
1241043077,C,A,A,E,D,B,J,E,A,A,A,A,B,A,B,A,B,B,A,B,B,B,B,B,A,A,A,A,B,A,A,B,B,A,A,A,A,A,A
1244994681,B,A,A,F,D,B,I,I,A,A,A,A,B,A,B,A,B,B,A,B,B,B,B,B,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A
1238028345,B,A,A,C,B,D,A,I,B,B,A,A,A,B,B,A,A,A,B,A,A,A,A,B,A,B,B,A,A,A,A,A,B,B,A,B,A,B,A
1238092869,C,A,A,E,C,B,I,F,C,A,A,A,A,A,B,A,B,B,A,B,B,B,B,B,A,A,A,A,A,A,A,B,A,A,A,A,A,A,B
1255791067,A,A,A,E,D,E,A,J,B,B,A,A,A,B,A,A,A,A,B,A,A,A,A,B,B,B,B,B,B,B,A,A,B,B,B,B,A,B,B
1243819879,B,A,A,F,C,C,K,J,C,B,A,A,A,A,B,A,A,B,A,B,B,B,B,B,B,A,A,A,A,B,A,A,B,A,A,B,A,A,A
1232593445,B,A,A,E,C,D,A,H,B,B,A,A,A,B,A,B,A,A,B,B,B,A,B,B,B,B,B,B,B,A,B,A,B,A,B,B,A,B,B
1238835965,B,B,B,D,C,C,A,B,A,A,A,A,B,B,B,A,B,B,A,A,B,B,B,B,B,A,A,A,A,B,A,B,A,A,A,B,A,A,B
1232594207,A,B,A,E,D,A,K,H,A,A,A,A,A,A,B,A,A,B,A,B,B,B,B,B,A,A,A,A,A,A,A,B,B,B,A,A,A,A,B
1237465331,B,A,A,C,C,C,A,J,C,A,A,A,A,A,B,A,A,B,A,B,B,B,B,B,A,A,A,A,A,A,A,A,B,B,A,A,A,A,A
1245371925,C,B,A,E,B,E,A,I,B,B,B,B,A,B,A,B,A,A,B,B,A,A,A,A,B,B,B,B,B,B,A,A,B,B,B,B,B,B,B
1244309723,C,A,A,E,B,C,B,G,C,B,A,A,A,B,A,B,A,A,B,A,B,A,A,B,B,B,B,B,A,A,A,B,B,A,A,B,A,B,B
1236786909,B,B,A,B,C,C,A,H,A,A,A,A,A,A,B,A,A,B,A,B,B,B,B,B,B,A,A,A,A,A,A,A,B,A,A,A,A,A,A
1240352297,A,A,A,E,C,B,B,I,A,A,A,A,B,A,B,A,A,A,A,B,B,A,B,B,A,A,A,A,A,A,A,A,B,A,A,B,A,A,A
1247683769,A,A,G,F,D,D,A,H,B,B,B,B,A,B,A,B,A,A,B,A,A,A,A,B,B,B,B,B,B,A,A,A,B,B,B,B,B,B,B
1242860853,B,A,A,E,C,D,B,K,B,B,A,B,A,A,B,A,A,A,A,A,A,B,A,B,B,B,B,B,B,A,B,A,B,A,A,B,A,B,B
1246594737,C,A,A,E,C,D,A,G,C,B,A,A,A,B,A,B,A,A,B,A,A,A,A,B,B,B,B,B,B,B,A,A,B,B,A,B,B,B,B
1242387381,B,A,A,B,C,E,A,E,B,B,A,B,A,B,B,B,A,A,B,A,A,A,B,A,B,B,B,B,B,B,B,A,B,B,B,A,B,B,B
1237559487,A,A,A,C,C,D,K,H,C,B,A,A,A,B,A,B,A,A,B,A,B,A,A,B,B,B,B,B,B,B,A,A,B,B,A,B,B,B,B
1235540329,A,A,A,B,D,C,E,K,C,A,A,A,A,A,A,A,A,A,A,B,B,B,B,B,A,A,A,A,A,A,A,A,B,B,B,B,B,A,A
1246158797,D,B,A,C,A,C,B,G,C,A,A,A,B,A,B,A,B,B,A,B,B,B,B,B,A,A,A,A,A,A,A,B,A,A,A,B,B,A,A
1242431895,A,A,A,E,D,E,L,M,D,B,B,A,A,B,A,B,A,A,B,A,A,A,A,B,B,B,B,B,B,B,B,B,B,B,B,A,A,B,B
1245255621,C,B,A,B,A,D,K,I,C,B,A,A,A,B,A,A,A,A,B,A,A,A,A,B,B,A,B,B,A,B,A,A,B,B,A,B,B,B,B
1237955145,C,A,A,E,C,D,G,K,C,B,A,A,A,B,A,A,A,A,B,A,A,A,A,B,A,B,B,B,B,A,B,A,B,B,B,B,B,B,B
1245236075,B,A,A,E,A,D,B,H,B,B,B,B,A,B,A,B,A,A,B,A,A,B,A,B,B,B,B,B,B,B,A,A,B,B,A,B,A,B,B
1240610621,D,B,A,E,D,D,C,L,B,B,A,A,A,B,A,B,A,A,B,A,B,A,A,B,B,B,B,B,A,B,A,A,B,B,A,B,B,B,B
1232451787,C,B,D,E,D,B,B,J,A,A,A,A,A,A,B,A,A,B,A,B,B,B,B,B,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A
1244870453,B,A,A,B,C,C,A,B,B,A,A,B,A,A,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,B,B,B,B
1256295341,C,A,A,E,C,D,A,J,B,B,A,A,A,B,A,B,A,A,B,A,A,A,B,B,A,B,B,B,B,B,A,A,B,B,B,B,A,B,B
1240404173,A,A,A,B,A,D,B,F,B,B,A,A,B,A,B,B,A,A,B,A,A,A,A,B,A,A,A,A,A,B,B,A,B,B,B,B,B,B,B
1242970293,B,A,A,F,D,C,A,J,A,A,A,A,A,A,B,A,B,B,A,B,A,B,B,B,A,A,A,A,A,A,A,B,B,A,A,A,A,A,B
1236885887,C,A,B,E,D,C,A,L,A,A,A,A,B,A,B,A,A,B,A,A,B,B,B,B,A,A,A,A,A,A,A,A,B,A,B,B,A,A,B
1240349689,D,A,A,F,C,B,I,N,A,A,A,A,B,A,B,A,A,B,A,B,B,B,B,B,A,A,A,A,A,A,A,B,A,B,A,A,A,A,A
1241180347,C,B,A,E,D,C,L,E,C,A,A,A,B,A,B,B,A,B,A,B,B,B,B,B,A,A,B,A,A,B,A,B,B,A,A,A,A,A,B
1238806675,C,B,C,F,D,A,J,J,A,B,A,A,B,A,B,A,A,B,A,B,B,B,B,B,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A
1238943343,A,A,A,C,C,C,A,J,C,B,A,A,A,B,B,B,A,A,B,A,A,A,A,B,B,B,A,B,B,B,B,B,B,B,B,B,B,B,B
1240351381,B,B,A,F,B,C,I,J,A,B,A,A,A,A,A,B,A,A,A,B,A,B,B,B,A,A,A,A,A,B,A,B,A,A,A,A,A,A,A
1239353803,B,B,A,D,B,D,A,M,B,B,A,B,B,A,B,A,A,A,B,A,A,A,A,B,A,A,A,A,A,B,A,A,B,B,B,B,A,A,B
1240375297,D,A,A,F,A,B,I,L,A,A,A,A,B,A,B,A,A,A,A,B,B,B,B,B,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A
1232134549,B,B,A,B,D,B,J,C,A,A,A,A,B,A,B,A,A,B,A,B,B,B,B,B,A,A,A,A,A,A,A,A,B,A,A,B,A,A,A
1247684413,B,A,F,F,D,B,B,J,A,A,A,A,A,A,B,A,B,B,A,B,B,B,B,B,A,A,A,A,A,A,A,B,A,A,A,A,A,A,B
1242701839,C,A,A,E,A,C,B,L,A,B,A,A,A,A,B,B,A,B,A,B,B,B,B,B,A,A,A,A,B,B,A,B,B,A,A,B,A,A,B
1239677113,B,B,A,C,C,E,L,C,B,B,A,B,A,B,A,B,A,B,B,B,A,A,A,B,B,B,B,A,B,A,A,A,B,B,A,B,A,B,B
1242454599,B,B,A,F,C,D,L,J,C,B,B,A,A,B,A,B,A,A,B,A,A,A,A,B,B,B,B,B,B,A,A,A,B,A,A,B,A,B,B
1244729431,C,B,A,B,C,E,A,F,B,B,A,B,A,B,A,B,A,A,A,B,A,A,A,B,B,B,B,B,B,B,B,A,B,B,B,B,A,B,B
1239677811,B,A,A,E,D,E,K,E,C,B,A,A,A,B,A,B,A,A,B,A,B,A,A,B,B,B,B,B,B,A,B,A,B,B,A,B,A,B,B
1237180573,D,B,A,B,C,C,K,A,A,A,A,B,B,A,B,B,A,A,B,A,A,A,A,B,A,A,B,B,B,A,A,B,A,A,A,B,A,B,B
1242499595,B,B,A,D,D,B,A,F,C,A,A,A,A,A,B,A,A,B,A,B,B,B,B,B,A,A,B,B,A,B,A,A,B,A,A,B,A,A,A
1242525775,C,B,A,D,D,D,K,K,C,B,B,A,A,B,A,B,A,A,B,A,A,A,A,B,B,B,B,B,B,A,B,A,B,B,B,A,B,B,B
1237069801,B,A,A,F,A,B,I,K,C,A,A,A,B,A,B,A,A,B,A,B,A,B,B,B,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A
1232742567,C,B,A,E,C,C,B,H,C,B,B,B,A,B,A,B,A,A,B,A,A,A,A,B,B,B,B,B,B,A,B,A,B,B,A,B,B,B,B
1242680297,D,B,A,E,C,A,I,G,C,A,A,A,B,A,B,A,B,B,A,B,B,B,B,B,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A
1243598207,B,A,A,F,C,E,K,H,B,B,A,A,A,B,A,B,A,A,B,A,A,A,A,A,A,B,B,B,B,B,A,A,B,B,A,A,A,B,B
1232890971,B,A,A,E,C,D,A,J,B,B,B,A,A,B,B,B,A,A,B,A,A,A,A,B,A,B,B,B,B,B,B,A,B,B,A,B,B,B,B
1243040035,C,B,A,E,D,E,A,K,B,B,A,A,A,B,A,B,A,A,B,B,A,A,A,A,B,B,B,B,A,B,A,A,B,A,A,A,A,B,B
1243059271,C,B,A,B,A,D,B,J,C,A,A,B,B,A,B,A,B,B,A,B,A,B,B,B,A,A,A,B,B,B,A,A,B,A,A,B,A,B,B
1237620629,B,B,A,C,B,B,B,C,A,A,A,B,B,A,B,A,A,A,A,B,A,B,A,B,A,A,A,B,A,A,A,A,B,A,B,B,A,A,A
1240940299,D,B,A,E,B,B,K,L,A,A,A,A,B,A,B,A,B,B,A,B,B,B,B,B,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A
1235821865,D,A,A,E,B,A,I,L,D,A,A,A,A,A,B,A,B,B,A,B,B,B,B,B,B,A,A,A,A,A,A,B,A,A,A,A,A,A,A
1238972075,B,B,A,B,C,D,L,B,B,A,A,B,A,A,A,A,A,A,B,A,A,A,A,B,B,A,A,A,A,B,A,A,B,A,A,B,A,A,A
1242640179,C,B,A,E,A,D,A,K,B,B,A,B,A,A,B,A,A,B,A,B,A,B,B,B,A,A,A,A,A,A,B,B,A,B,B,B,A,A,B
1239643171,C,B,A,F,A,A,B,G,A,A,A,A,B,A,B,A,B,B,A,B,B,B,B,B,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A
1256153545,B,A,A,F,C,A,B,E,A,B,A,A,A,B,A,B,A,A,B,A,A,A,A,B,B,B,B,B,B,B,B,A,B,B,B,B,B,B,B
1240116683,B,B,A,C,B,C,K,G,C,B,A,A,A,A,A,B,A,A,A,B,B,B,A,B,B,B,B,B,A,A,A,A,B,A,B,B,B,B,B
1234692335,D,B,A,D,C,B,I,L,A,A,A,A,B,A,B,A,B,B,A,B,B,B,B,B,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A
1237566913,B,B,A,B,A,E,A,G,B,B,A,B,A,A,A,A,A,A,B,B,A,A,A,A,A,B,B,B,B,B,A,A,B,A,A,B,B,B,B
1242947469,B,B,A,F,A,B,B,C,A,A,A,A,B,A,B,A,B,B,A,B,B,B,B,B,A,A,A,A,A,A,A,B,B,A,A,A,A,A,A
1242429051,B,B,A,D,C,D,K,E,C,B,B,A,A,B,A,B,A,A,B,A,A,A,A,B,A,B,B,B,B,A,A,A,B,B,B,B,A,B,B
1242984649,B,A,A,F,C,C,B,I,C,A,A,A,A,A,B,A,A,A,A,B,B,B,B,B,A,A,A,A,A,A,A,A,B,A,A,B,A,A,B
1248444041,C,B,B,E,C,B,F,N,C,B,A,B,B,A,B,B,A,A,A,B,B,A,A,B,A,A,A,A,A,B,A,A,B,A,A,A,A,A,B
1236762371,B,A,A,B,C,B,K,B,A,A,A,A,B,A,B,A,A,A,A,B,B,B,B,B,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A
1242391121,B,B,A,D,B,D,A,I,B,B,B,B,A,A,B,A,A,A,A,A,A,B,A,B,A,B,B,B,B,B,A,A,B,A,A,B,B,B,B
1240459041,B,B,A,D,B,C,K,B,C,A,A,A,A,A,A,A,A,B,A,A,B,B,B,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A
1237331923,D,B,B,E,B,A,K,A,A,A,A,B,A,A,B,A,B,B,A,A,B,B,B,B,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A
1235626345,B,B,B,C,B,C,A,C,A,B,A,B,B,A,A,B,A,A,B,A,A,B,B,B,A,A,A,A,A,A,A,A,B,A,A,B,A,A,B
1255938855,B,A,A,E,D,C,K,I,C,B,B,B,A,B,A,B,A,A,B,A,A,A,A,B,B,B,B,B,B,B,A,A,B,B,B,B,B,B,B
1242965669,B,A,A,F,C,B,K,H,A,A,A,A,B,A,B,A,B,B,A,B,B,B,B,B,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A
1242309603,B,B,A,C,B,D,A,E,B,B,A,A,A,B,A,B,A,A,A,B,A,A,A,B,B,B,B,B,B,B,A,A,B,A,A,B,B,B,B
1239289273,A,B,A,F,A,A,I,B,A,A,A,A,B,A,B,A,A,B,A,B,B,B,B,B,B,A,B,A,A,A,A,B,B,A,A,A,B,A,B
1232539015,C,B,B,F,D,D,A,J,C,B,A,A,A,B,B,B,A,A,B,A,A,A,A,B,B,A,A,B,B,B,A,B,B,A,A,B,A,B,B
1241261091,D,B,F,C,D,C,E,L,A,A,A,A,B,A,B,A,B,B,A,A,B,B,B,B,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A
1239125685,B,B,A,D,D,D,A,D,D,B,A,A,A,B,A,B,A,A,B,B,A,A,A,B,B,B,B,B,B,A,A,A,B,A,A,A,A,B,B
1237402917,B,B,A,E,B,B,L,F,C,A,A,A,B,A,B,A,B,B,A,B,B,B,B,B,A,A,A,A,A,A,A,B,B,A,A,B,A,A,A
1246577709,B,A,A,E,C,E,J,J,C,B,A,A,A,B,A,B,A,A,B,A,A,A,A,B,B,B,B,B,B,B,A,A,B,B,B,A,B,B,B
1236318439,C,B,A,B,A,D,A,E,B,B,A,A,B,B,A,B,A,B,B,A,A,A,A,B,B,B,B,B,B,B,B,A,B,B,B,B,B,B,B
1232534097,B,B,A,C,D,C,B,B,A,A,A,A,B,A,B,A,A,B,A,B,B,B,B,B,A,A,A,A,B,A,A,A,B,A,A,B,A,A,A
1235490395,C,B,A,D,B,B,J,K,A,A,A,A,B,A,B,B,B,B,A,B,B,B,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B
1239678099,C,A,A,E,D,C,K,M,C,B,A,A,A,B,A,A,A,A,A,A,A,B,B,B,B,B,B,B,B,A,A,A,B,A,A,B,A,B,B
1238877343,B,B,A,B,B,D,A,C,B,B,A,B,A,B,A,B,A,A,B,A,A,A,B,B,A,B,B,B,B,B,A,B,B,A,B,B,A,B,B
1236663639,C,B,A,F,A,B,A,H,A,B,A,A,A,A,B,B,B,B,A,B,B,B,B,B,A,A,A,A,A,B,A,B,B,A,A,A,B,A,B
1237562087,B,A,A,F,C,C,I,K,C,B,B,A,A,B,A,B,A,A,B,A,A,A,B,B,B,B,B,B,B,B,B,A,B,B,B,B,B,B,B
1255547177,B,A,A,D,A,B,E,G,A,A,A,A,B,A,B,A,A,B,A,B,B,B,B,B,A,A,A,A,A,A,A,B,B,A,A,A,A,A,A
1232692033,B,A,A,E,D,A,J,C,C,A,A,A,B,A,B,A,B,B,A,B,B,B,B,B,A,A,A,A,A,A,A,B,A,A,A,A,A,A,B
1239076509,D,B,A,F,C,C,A,D,A,A,A,B,B,A,B,B,B,B,A,A,A,B,B,A,A,A,A,A,B,A,A,A,A,A,A,B,A,B,B
1239769905,B,A,A,E,B,B,L,J,C,A,A,A,A,A,B,A,A,B,A,B,B,B,B,B,A,A,A,A,B,B,A,B,B,A,A,A,A,A,B
1238198067,C,A,A,C,A,D,J,L,C,B,A,B,A,B,A,B,A,A,B,A,A,A,A,B,B,B,B,B,B,B,B,A,B,B,B,B,A,B,B
1242526067,C,B,A,F,A,B,K,F,C,A,A,A,A,B,B,B,A,A,B,B,A,B,A,B,B,A,A,A,A,A,A,B,B,A,A,A,A,A,B
1243429429,B,B,A,B,B,B,B,B,A,B,A,B,B,A,B,A,A,A,A,B,B,B,B,B,A,A,A,A,A,A,A,A,B,A,A,B,A,A,B
1235563947,C,B,A,C,B,A,I,I,D,A,A,A,A,A,B,A,B,B,A,B,B,B,B,B,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A
1237598801,B,A,A,E,B,D,B,I,B,B,A,A,A,B,A,B,A,A,B,A,A,B,A,B,B,B,B,B,B,B,A,A,B,B,A,B,A,B,B
1232540771,B,A,A,B,B,B,K,E,A,A,A,A,B,A,B,A,A,A,A,A,B,B,B,B,B,A,A,A,B,A,A,A,B,A,A,B,A,A,A
1245336001,B,A,A,C,A,D,A,J,B,B,A,A,A,B,A,B,A,A,B,A,A,A,A,B,A,B,B,B,B,B,B,A,B,B,B,B,B,B,B
1240404221,B,B,A,E,A,A,L,B,C,A,A,A,B,A,B,A,B,B,A,B,B,B,B,B,B,A,A,A,B,B,A,B,B,A,A,A,A,A,B
1239926521,D,A,A,E,C,C,B,L,C,B,A,A,A,A,B,B,A,A,B,A,A,A,A,B,B,A,A,A,A,B,A,A,B,B,A,B,B,A,B
1245162397,B,A,A,F,A,D,D,K,B,A,A,A,B,A,B,B,A,A,B,A,A,A,A,B,A,A,A,A,A,B,B,A,B,B,A,B,B,A,B
1236328085,B,A,A,E,B,C,A,I,C,B,A,A,B,B,B,A,A,B,A,B,B,B,B,B,B,A,A,A,B,B,A,A,B,A,A,B,A,A,B
1242596405,B,B,A,F,A,C,B,I,B,B,B,A,A,A,B,B,A,A,A,B,A,A,A,B,A,A,A,B,B,B,A,A,B,A,A,B,B,B,B
1239738301,B,A,A,D,D,D,K,K,B,B,A,A,A,B,A,B,A,A,A,B,B,B,A,B,A,B,B,B,B,A,A,A,B,B,A,B,B,B,B
1238877863,C,A,A,E,C,B,B,L,A,A,A,B,A,A,B,A,B,B,B,A,B,A,A,B,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A
1238968489,C,B,A,F,D,A,J,K,A,A,A,A,B,A,B,A,B,B,A,B,B,B,B,B,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A
1255832591,B,A,A,F,D,C,J,I,C,A,A,A,B,A,B,A,A,A,B,B,B,A,B,B,A,A,A,A,A,A,A,B,B,B,A,A,B,A,A
