,caseid,community,match_rate
0,1249937987,75,0.9666666666666667
1,1242475831,27,0.9333333333333333
2,1245012269,7,0.9333333333333333
3,1239356641,33,0.8333333333333334
4,1236207023,38,1.0
5,1244526205,83,0.8666666666666667
6,1232663321,66,0.9666666666666667
7,1245162103,17,0.9666666666666667
8,1237598511,1,1.0
9,1245177145,10,0.9333333333333333
10,1240705581,80,0.9333333333333333
11,1242478789,64,1.0
12,1234863299,24,0.8333333333333334
13,1246578297,12,0.9666666666666667
14,1235567217,15,0.9666666666666667
15,1236688157,52,0.9333333333333333
16,1255869345,16,0.9
17,1242431703,12,0.9666666666666667
18,1237858209,69,0.9
19,1242787135,39,0.8333333333333334
20,1242429083,62,0.9666666666666667
21,1249716071,67,0.9333333333333333
22,1240087623,50,0.9666666666666667
23,1237032173,67,0.8666666666666667
24,1249863351,75,0.9333333333333333
25,1237908889,5,1.0
26,1244694681,3,0.9
27,1238294423,42,0.8
28,1237400307,76,0.8
29,1237464259,32,0.9333333333333333
30,1239831951,9,0.9
31,1238391153,40,0.9
32,1239619389,80,0.9
33,1239677341,15,0.9333333333333333
34,1246439677,71,0.7666666666666667
35,1245946359,21,0.9666666666666667
36,1244579131,50,0.9666666666666667
37,1237467169,38,0.8
38,1255945721,36,0.9
39,1241126287,86,1.0
40,1237703171,85,0.8666666666666667
41,1241743255,44,0.9666666666666667
42,1245222609,80,0.9333333333333333
43,1239706641,18,0.9666666666666667
44,1239707367,66,1.0
45,1239155767,51,0.8333333333333334
46,1237498721,38,0.9333333333333333
47,1242548749,35,0.9666666666666667
48,1241067633,26,0.9333333333333333
49,1237525365,58,0.9666666666666667
50,1250157911,1,0.9333333333333333
51,1243711257,42,0.9666666666666667
52,1242237073,20,0.8333333333333334
53,1236655675,32,0.9666666666666667
54,1238395021,63,0.9666666666666667
55,1244012401,69,0.9666666666666667
56,1240350755,56,0.9666666666666667
57,1236583573,46,0.9333333333333333
58,1239577159,72,0.9333333333333333
59,1238514437,42,0.9
60,1236390527,25,0.9666666666666667
61,1237657397,53,0.9333333333333333
62,1241021159,71,1.0
63,1255831079,36,0.9333333333333333
64,1237646891,36,1.0
65,1237330195,0,0.9666666666666667
66,1241020639,78,0.9
67,1244450575,55,0.8666666666666667
68,1241524999,51,0.8333333333333334
69,1239655377,3,1.0
70,1236632893,69,0.8666666666666667
71,1236208691,2,0.9
72,1245174127,58,0.9
73,1237854489,30,0.9333333333333333
74,1255849521,31,0.9333333333333333
75,1241111407,48,0.9666666666666667
76,1245400015,25,0.9333333333333333
77,1238817005,75,0.9666666666666667
78,1238900081,53,0.9666666666666667
79,1238132009,6,1.0
80,1247684733,62,0.9333333333333333
81,1241069317,8,1.0
82,1242821545,12,1.0
83,1238216385,6,1.0
84,1232029759,21,1.0
85,1232898399,38,0.9333333333333333
86,1236890733,33,0.9333333333333333
87,1242767643,35,0.8333333333333334
88,1241037897,17,0.8666666666666667
89,1239736413,85,0.9666666666666667
90,1241150727,75,1.0
91,1236815145,69,0.9666666666666667
92,1234990657,36,0.9666666666666667
93,1243854421,11,0.9333333333333333
94,1242665527,66,1.0
