year,caseid,birthyr,gender4,sexuality,race,educ,comptype,votereg,inputstate,region,361,cit1,immstat,urbancity,ideo5,child18,employ,investor,pew_bornagain,pew_religimp,pew_churatd,pew_prayer,religpew,marstat,union,unionhh,ownhome,newsint,faminc_new,milstat_1,milstat_2,milstat_3,milstat_4,healthins_1,healthins_2,healthins_3,healthins_4,healthins_5,healthins_6
24,1251665857,2,2,1,2,4,1,1,17,2,6.0,1.0,5,1,6,2,5.0,2.0,1,1,6.0,1,12,3,2,4,2,1,6,2,2,2,1,2,1,2,2,2,2
24,1235346483,2,1,1,1,5,3,1,6,4,6.0,1.0,5,2,1,2,5.0,2.0,2,2,5.0,6,2,5,3,3,1,1,2,2,2,2,2,2,1,2,2,2,2
24,1255812747,2,1,1,1,6,2,1,18,2,6.0,1.0,4,2,2,2,5.0,1.0,2,1,3.0,2,2,1,3,3,1,1,9,2,2,1,2,2,1,2,2,2,2
24,1251663445,3,2,1,3,5,3,1,40,3,6.0,1.0,4,3,2,1,1.0,1.0,2,4,3.0,6,10,1,3,3,1,1,10,2,2,2,2,1,2,2,2,2,2
24,1236987373,2,2,1,7,2,3,1,6,4,6.0,1.0,3,4,6,2,5.0,2.0,1,1,6.0,1,12,5,2,3,1,1,2,2,2,2,2,2,1,2,2,2,2
24,1238800161,3,2,1,1,2,1,1,55,2,5.0,1.0,5,4,3,2,4.0,2.0,1,3,6.0,2,11,3,2,2,2,2,4,2,2,2,2,2,2,2,2,2,1
24,1243747231,2,2,2,1,6,1,1,37,3,6.0,1.0,5,2,1,2,5.0,2.0,2,4,6.0,7,10,1,2,2,1,1,9,2,2,2,1,1,2,2,2,2,2
24,1239706073,4,2,1,1,3,3,1,29,2,6.0,1.0,5,4,4,1,1.0,2.0,2,1,3.0,5,1,1,3,3,1,2,10,2,2,2,2,1,2,2,2,2,2
24,1237489889,2,1,1,3,5,1,1,50,1,6.0,1.0,3,4,1,2,1.0,2.0,2,4,6.0,7,11,3,3,3,1,2,8,2,2,2,2,1,2,2,2,2,2
24,1245041739,2,2,1,1,2,2,2,39,2,6.0,1.0,5,3,6,2,7.0,2.0,2,2,5.0,8,11,1,3,3,1,7,3,2,2,2,2,2,1,2,2,2,2
24,1236802951,3,1,1,1,5,1,1,26,2,6.0,1.0,5,3,4,1,2.0,1.0,2,4,4.0,7,11,1,2,3,1,3,7,2,2,2,2,1,2,2,2,2,2
24,1236750881,1,1,1,1,2,3,1,26,2,6.0,1.0,4,4,5,2,5.0,2.0,2,1,5.0,3,2,1,2,3,1,2,6,2,2,2,1,2,1,2,2,2,2
24,1236890765,1,1,1,1,2,2,1,34,1,6.0,1.0,4,2,4,2,5.0,1.0,1,1,2.0,1,1,1,2,3,1,1,7,2,1,1,1,2,1,2,2,2,2
24,1235594073,2,2,2,1,1,1,2,33,1,2.0,1.0,5,3,3,2,2.0,2.0,2,1,5.0,3,2,3,3,3,2,1,97,2,2,2,1,2,1,2,1,2,2
24,1239318479,2,2,1,1,2,1,1,12,3,6.0,1.0,5,4,2,2,5.0,2.0,2,2,6.0,5,2,4,3,3,1,1,4,2,2,2,1,2,1,2,2,2,2
24,1236926983,4,2,1,1,5,1,1,36,1,6.0,1.0,5,2,2,2,9.0,1.0,2,3,6.0,7,5,5,3,3,1,1,97,2,2,2,2,2,1,2,2,2,2
24,1238245401,2,1,3,3,5,3,1,53,4,6.0,1.0,4,1,3,2,5.0,1.0,2,1,2.0,1,2,1,3,3,1,1,11,2,2,2,2,2,1,2,2,2,2
24,1237468993,3,1,1,1,5,1,1,36,1,3.0,1.0,5,2,3,2,1.0,1.0,2,3,6.0,6,11,5,3,3,1,2,11,2,2,2,2,1,2,2,2,2,2
24,1247684811,3,2,4,2,3,3,1,4,4,6.0,1.0,5,1,1,2,8.0,2.0,2,4,6.0,6,10,6,3,3,3,2,10,2,2,2,1,2,1,2,2,2,2
24,1232519321,1,1,1,1,3,3,1,6,4,6.0,1.0,4,1,3,2,5.0,2.0,2,4,6.0,7,9,3,2,4,1,1,3,2,2,1,2,2,2,2,2,2,1
24,1255889075,2,1,1,1,5,3,1,17,2,6.0,1.0,4,1,4,2,5.0,2.0,2,1,3.0,1,1,1,1,3,1,1,9,2,1,1,2,1,1,2,2,2,2
24,1237078721,2,2,1,1,2,3,1,35,4,5.0,1.0,5,4,2,2,5.0,2.0,2,4,6.0,6,2,3,2,3,2,1,2,2,2,2,2,2,1,2,2,2,2
24,1237748471,3,2,1,4,5,1,1,17,2,6.0,1.0,1,2,2,1,7.0,2.0,2,4,6.0,7,11,1,3,3,1,2,9,2,2,2,2,2,2,2,1,2,2
24,1232452077,1,1,1,1,6,3,1,53,4,5.0,1.0,3,1,3,2,5.0,1.0,2,1,3.0,5,5,1,3,2,2,1,9,2,2,1,2,2,1,2,1,2,2
24,1242572613,2,2,1,6,4,1,1,6,4,6.0,1.0,5,1,3,2,5.0,1.0,2,1,3.0,1,2,4,1,2,1,2,4,2,2,2,1,2,1,2,2,2,2
24,1243835687,2,2,1,1,6,2,1,53,4,6.0,1.0,4,1,1,2,5.0,1.0,2,4,6.0,7,11,1,2,2,1,1,12,2,2,2,1,1,2,2,2,2,2
24,1256252493,2,1,1,1,5,3,1,10,3,6.0,1.0,4,3,3,2,5.0,1.0,2,4,6.0,7,11,4,3,3,1,3,6,2,2,2,2,2,2,2,1,2,2
24,1238129781,3,1,1,1,5,3,1,36,1,6.0,1.0,1,4,4,2,1.0,1.0,1,1,2.0,2,1,1,1,1,1,1,11,2,2,2,2,1,2,2,2,2,2
24,1237430471,2,1,1,5,5,1,1,6,4,6.0,1.0,3,3,3,2,4.0,1.0,1,2,4.0,3,1,1,3,3,1,2,9,2,1,2,2,2,2,2,1,2,2
24,1237120955,2,1,1,1,2,1,2,22,3,6.0,1.0,5,4,5,2,5.0,2.0,1,2,4.0,8,11,1,3,3,1,3,6,2,2,1,2,2,1,2,2,2,2
24,1245085999,4,1,1,1,4,2,1,31,2,6.0,1.0,5,1,2,2,1.0,1.0,2,4,6.0,7,10,5,3,3,1,1,8,2,2,2,1,1,2,2,2,2,2
24,1239568887,3,2,1,1,5,1,1,26,2,5.0,1.0,5,4,5,2,1.0,2.0,2,1,1.0,1,2,1,2,2,1,1,8,2,2,2,1,1,2,2,2,2,2
24,1237528051,2,2,1,1,2,3,1,12,3,6.0,1.0,5,4,3,2,5.0,2.0,1,1,6.0,1,1,4,3,3,1,3,2,2,2,2,2,2,1,2,2,2,2
24,1236921647,2,2,1,1,2,3,1,36,1,6.0,1.0,4,1,3,2,2.0,2.0,2,4,6.0,7,1,4,3,3,2,2,2,2,2,2,2,2,1,2,2,2,2
24,1238252013,2,1,1,1,1,3,2,12,3,5.0,1.0,5,4,4,2,1.0,2.0,2,2,6.0,5,11,6,3,2,2,4,2,2,2,2,2,2,2,2,2,2,1
24,1237325787,2,2,1,3,3,1,1,25,1,6.0,1.0,3,1,2,2,5.0,2.0,2,4,6.0,6,11,5,2,3,2,1,2,2,2,2,1,1,2,2,2,2,2
24,1236808807,4,1,1,1,3,1,1,49,4,4.0,1.0,5,1,3,2,3.0,2.0,2,4,5.0,6,5,5,3,3,2,1,2,2,2,2,2,2,1,2,2,2,2
24,1235540613,2,2,1,1,2,1,1,42,1,6.0,1.0,4,1,3,2,5.0,1.0,2,1,2.0,2,2,1,3,3,1,2,97,2,2,2,1,2,1,2,2,2,2
24,1239551523,2,2,1,3,2,1,1,48,3,6.0,1.0,4,4,3,2,5.0,1.0,2,2,5.0,6,2,1,3,3,1,2,11,2,2,2,2,2,1,2,2,2,2
24,1239085543,5,2,1,1,5,1,1,29,2,6.0,1.0,5,4,3,2,4.0,2.0,2,1,4.0,1,2,5,3,1,3,2,9,2,2,2,2,1,2,2,2,2,2
24,1235648309,1,2,1,1,2,3,1,6,4,6.0,1.0,5,3,3,2,5.0,2.0,2,3,6.0,8,11,3,3,3,1,1,97,2,2,2,1,2,1,2,2,2,2
24,1239867555,2,2,1,3,2,3,1,6,4,6.0,1.0,3,2,5,2,5.0,2.0,1,1,1.0,1,1,1,3,1,2,1,9,2,2,2,1,2,1,2,2,2,2
24,1245301293,2,1,1,1,6,3,1,9,1,6.0,1.0,4,3,4,2,1.0,2.0,2,4,6.0,7,2,3,3,3,1,1,9,2,2,2,2,2,2,2,2,2,1
24,1255814097,2,1,1,1,4,2,1,45,3,6.0,1.0,5,4,4,2,5.0,2.0,1,2,5.0,6,1,1,2,3,1,1,9,2,2,1,1,2,1,2,2,2,2
24,1243765651,3,2,4,1,3,1,1,8,4,6.0,1.0,4,2,1,2,1.0,1.0,2,4,6.0,6,11,5,3,3,1,2,97,2,2,2,2,1,2,2,2,2,2
24,1235822175,4,2,1,1,6,1,1,17,2,6.0,1.0,5,3,2,1,1.0,1.0,2,3,6.0,1,2,1,1,1,1,2,10,2,2,2,1,1,2,2,2,2,2
24,1237941937,4,2,1,1,6,2,1,39,2,6.0,1.0,5,4,4,2,1.0,1.0,2,2,2.0,3,1,5,1,3,1,3,8,2,2,2,2,1,2,2,2,2,2
24,1255409111,2,1,1,1,3,3,1,45,3,6.0,1.0,4,4,5,2,5.0,1.0,1,1,2.0,2,1,1,3,3,1,1,97,2,2,2,1,2,1,2,2,2,2
24,1242547321,2,2,1,1,5,1,1,53,4,4.0,1.0,4,2,3,2,6.0,2.0,2,4,5.0,2,2,5,3,3,2,1,97,2,2,2,1,2,1,2,2,2,2
24,1239036421,2,1,1,1,5,1,1,48,3,6.0,1.0,5,2,3,2,9.0,1.0,2,2,4.0,3,2,3,3,3,1,1,5,2,2,1,1,2,1,2,2,2,2
24,1250054531,3,2,1,4,5,1,1,6,4,6.0,1.0,3,1,2,2,1.0,1.0,2,4,6.0,6,10,1,1,3,1,1,11,2,2,2,2,1,2,2,2,2,2
24,1232931753,2,2,1,3,4,2,1,36,1,6.0,1.0,5,4,3,2,5.0,2.0,1,1,2.0,1,1,4,2,3,2,1,5,2,2,2,2,2,1,2,2,2,2
24,1242985149,2,2,1,1,4,1,1,12,3,5.0,1.0,4,2,3,2,5.0,1.0,2,2,5.0,1,2,1,3,3,1,1,97,2,2,2,2,2,1,2,2,2,2
24,1241020321,3,1,1,1,5,1,1,34,1,2.0,1.0,3,2,3,2,2.0,2.0,2,2,7.0,3,5,5,2,3,2,7,97,2,2,2,1,2,2,2,2,1,2
24,1240322925,2,1,1,1,5,1,1,25,1,6.0,1.0,4,2,3,2,2.0,1.0,2,1,2.0,3,2,1,3,1,1,1,11,2,2,2,1,1,1,2,2,2,2
24,1236082377,3,1,1,1,4,2,1,36,1,6.0,1.0,5,4,4,2,1.0,1.0,1,1,2.0,3,1,1,2,3,1,1,11,2,2,2,1,1,2,2,2,2,2
24,1232357445,2,1,3,1,4,1,1,6,4,6.0,1.0,5,1,3,2,5.0,1.0,2,4,6.0,7,9,5,3,3,1,1,6,2,2,2,2,2,2,2,1,2,2
24,1232542443,2,1,1,1,3,3,1,6,4,6.0,1.0,5,2,3,2,5.0,1.0,2,4,6.0,7,9,5,3,3,2,2,3,2,2,2,2,2,2,2,1,2,2
24,1239675079,2,2,1,3,5,3,1,6,4,6.0,1.0,5,2,4,2,5.0,1.0,2,1,7.0,8,1,1,3,3,1,1,97,2,2,1,1,2,1,2,2,2,2
24,1243513007,2,2,1,7,2,1,1,12,3,5.0,1.0,5,3,5,2,5.0,2.0,2,1,7.0,1,11,1,2,2,1,4,5,2,2,2,1,2,2,2,1,2,2
24,1240326363,4,1,4,1,5,1,1,19,2,4.0,1.0,3,1,1,2,1.0,1.0,2,4,6.0,7,10,1,3,3,1,2,11,2,2,2,1,1,2,2,2,2,2
24,1236635507,3,1,1,2,4,1,1,34,1,6.0,1.0,3,3,3,2,1.0,1.0,1,1,6.0,6,12,5,3,3,1,2,3,2,1,1,1,1,2,2,2,2,2
24,1232720649,2,2,1,1,3,1,1,37,3,6.0,1.0,5,4,2,2,7.0,2.0,2,2,6.0,2,1,1,3,3,1,1,4,2,2,2,1,2,1,2,2,2,2
24,1239704807,4,1,3,6,6,1,1,24,3,4.0,1.0,3,2,2,2,1.0,1.0,2,4,6.0,7,11,6,1,1,2,2,10,2,2,2,2,1,2,2,2,2,2
24,1249693515,5,2,6,1,6,1,1,51,3,4.0,1.0,4,2,2,2,1.0,1.0,1,1,2.0,3,1,1,3,3,2,1,12,2,2,2,2,1,2,2,2,2,2
24,1245184597,3,2,1,1,3,3,1,41,4,6.0,1.0,5,4,3,2,1.0,2.0,2,1,1.0,2,1,1,3,3,1,3,9,2,2,2,1,2,2,2,1,2,2
24,1238212035,1,2,1,1,2,2,1,36,1,6.0,1.0,3,3,4,2,5.0,2.0,2,1,6.0,1,2,1,3,3,1,4,3,2,2,2,1,2,1,2,2,2,2
24,1238808145,2,2,1,1,2,2,1,49,4,6.0,1.0,5,4,2,2,5.0,2.0,2,2,5.0,3,3,4,3,3,1,1,3,2,2,2,2,2,1,2,2,2,2
24,1236986815,1,2,1,1,2,2,1,18,2,6.0,1.0,4,2,3,2,5.0,1.0,1,1,2.0,1,1,4,3,3,1,1,5,2,2,2,1,2,1,2,2,2,2
24,1238158655,4,2,1,1,5,1,1,48,3,6.0,1.0,5,1,2,2,1.0,1.0,2,4,6.0,7,11,1,2,3,1,2,11,2,2,2,2,1,2,2,2,2,2
24,1246468983,1,2,1,1,3,3,1,41,4,6.0,1.0,4,3,2,2,5.0,2.0,2,3,5.0,6,11,1,2,2,1,2,6,2,1,2,1,2,1,2,2,2,2
24,1236900757,2,1,1,1,2,3,1,22,3,6.0,1.0,5,2,4,2,5.0,2.0,2,2,6.0,6,11,1,3,3,2,2,2,2,2,2,1,2,1,2,2,2,2
24,1237756901,2,2,1,1,2,3,1,40,3,6.0,1.0,5,2,4,2,5.0,2.0,2,4,6.0,5,11,1,3,3,1,2,6,2,2,2,1,2,1,2,2,2,2
24,1240879151,4,2,1,1,6,1,1,48,3,4.0,1.0,5,1,2,2,1.0,1.0,2,4,6.0,5,1,1,3,3,2,2,14,2,2,2,2,1,2,2,2,2,2
24,1237206863,3,2,1,2,3,2,1,17,2,6.0,1.0,5,1,3,2,2.0,2.0,1,1,6.0,8,1,3,1,3,1,1,3,2,2,2,2,2,2,2,1,2,2
24,1236673341,2,1,1,1,2,3,1,42,1,6.0,1.0,5,4,5,2,1.0,1.0,2,2,6.0,5,1,5,1,3,1,1,9,2,2,2,2,1,2,2,2,2,2
24,1238908109,3,1,1,1,3,3,1,26,2,6.0,1.0,1,2,4,2,2.0,2.0,2,4,5.0,6,2,1,3,3,2,1,5,2,2,2,2,1,2,2,2,2,2
24,1237809495,2,2,1,1,1,1,1,36,1,6.0,1.0,4,2,3,2,6.0,2.0,2,1,5.0,2,1,4,3,3,2,3,2,2,2,2,1,2,1,2,2,2,2
24,1243168889,3,2,1,1,3,1,1,4,4,4.0,1.0,5,1,3,1,1.0,2.0,2,2,4.0,6,1,1,3,3,2,4,9,2,2,2,1,2,2,2,1,2,2
24,1246158463,3,1,1,3,6,3,1,48,3,6.0,1.0,3,2,5,2,1.0,1.0,1,1,1.0,1,1,1,1,3,1,1,11,2,2,2,2,1,2,2,2,2,2
24,1242453655,3,2,1,1,5,3,1,46,2,6.0,1.0,5,4,3,1,1.0,1.0,2,2,4.0,1,2,1,3,3,1,2,11,2,2,2,1,1,2,2,2,2,2
24,1235355691,4,2,1,1,2,1,3,25,1,6.0,1.0,5,3,6,2,2.0,2.0,2,4,6.0,7,11,5,3,3,1,4,5,2,2,2,2,2,1,2,2,2,2
24,1236921861,2,1,1,7,5,3,1,51,3,6.0,1.0,5,2,3,1,5.0,1.0,2,4,6.0,7,12,1,2,4,1,1,4,2,2,2,2,2,2,2,1,2,2
24,1240518053,3,1,1,1,5,3,1,4,4,6.0,1.0,5,2,2,2,9.0,2.0,2,4,6.0,7,10,3,2,3,1,1,3,2,2,2,1,2,2,2,2,2,1
24,1238736911,2,2,1,1,5,1,1,45,3,6.0,1.0,5,1,4,2,2.0,1.0,1,2,1.0,1,1,1,3,3,1,1,7,2,2,2,1,2,1,2,2,2,2
24,1235322027,3,1,1,1,5,3,1,42,1,6.0,1.0,4,2,2,2,1.0,1.0,2,4,6.0,7,11,1,3,3,1,1,11,2,2,2,2,2,2,2,1,2,2
24,1242554895,2,1,1,1,5,3,1,6,4,6.0,1.0,5,1,2,2,2.0,1.0,2,4,6.0,7,9,1,3,3,2,1,7,2,1,2,2,2,2,2,2,2,2
24,1237010739,4,2,5,1,2,3,1,29,2,6.0,1.0,5,1,1,1,1.0,1.0,2,4,6.0,7,11,1,3,3,1,2,5,2,1,2,2,1,2,2,2,2,2
24,1237168199,2,1,1,1,2,1,1,47,3,6.0,1.0,4,4,4,2,5.0,1.0,2,2,5.0,5,1,1,3,3,1,1,12,2,2,1,1,2,1,2,1,2,2
24,1255907067,2,1,1,1,5,3,1,24,3,6.0,1.0,5,2,4,2,4.0,2.0,1,1,2.0,1,1,3,3,3,2,1,3,2,2,1,2,2,1,2,2,2,2
24,1247693019,4,1,1,1,2,1,1,1,3,6.0,1.0,5,4,5,2,1.0,2.0,2,1,4.0,1,1,5,3,3,2,2,1,2,2,2,2,2,2,2,1,2,2
24,1240798665,4,2,1,1,3,1,1,19,2,3.0,1.0,5,4,4,1,1.0,1.0,1,2,4.0,2,2,1,3,3,1,2,12,2,2,2,2,1,2,2,2,2,2
24,1238129867,2,1,1,1,4,1,1,55,2,6.0,1.0,5,4,4,2,5.0,1.0,2,1,3.0,1,1,1,3,3,1,2,4,2,2,2,2,2,1,2,2,2,2
24,1236783921,2,2,1,1,2,1,1,18,2,6.0,1.0,4,2,1,2,7.0,2.0,2,4,6.0,7,2,1,3,3,1,1,5,2,2,2,1,2,1,2,2,2,2
24,1236986261,1,2,1,6,5,3,1,9,1,6.0,1.0,4,2,1,2,5.0,2.0,2,2,5.0,2,1,4,3,2,1,1,9,2,2,1,1,2,1,2,2,2,2
24,1235735115,2,1,1,1,2,3,1,51,3,6.0,1.0,5,4,4,2,5.0,1.0,2,2,5.0,2,1,4,3,3,2,2,5,2,2,1,2,2,1,2,2,2,2
24,1237856405,2,1,1,1,2,1,1,53,4,4.0,1.0,5,4,4,2,5.0,2.0,2,3,6.0,6,11,4,3,3,2,2,2,2,2,2,2,2,1,2,2,2,2
24,1238618221,2,2,1,1,2,3,1,36,1,6.0,1.0,5,4,6,2,5.0,2.0,2,1,4.0,3,1,1,1,1,1,2,6,2,2,2,2,1,2,2,2,2,2
24,1236677833,2,2,1,4,2,3,3,42,1,6.0,1.0,1,4,2,2,5.0,2.0,1,3,6.0,6,11,4,3,4,1,2,2,2,2,2,2,2,1,2,2,2,2
24,1242819515,2,2,1,1,2,2,2,5,3,6.0,2.0,2,2,3,2,5.0,2.0,1,2,5.0,2,1,3,3,3,2,2,2,2,2,2,2,2,1,2,2,2,2
24,1240196045,1,2,1,1,2,3,1,4,4,6.0,1.0,4,2,4,2,5.0,2.0,2,4,6.0,7,10,1,2,2,1,1,4,2,2,2,1,1,2,2,2,2,2
24,1235770257,2,1,1,1,2,1,1,37,3,6.0,1.0,5,2,5,2,5.0,2.0,2,3,6.0,6,11,4,2,3,1,1,3,2,2,2,1,2,1,2,2,2,2
24,1239215991,3,1,1,1,2,3,1,42,1,6.0,1.0,5,4,5,2,6.0,2.0,1,1,2.0,2,1,1,3,3,1,2,6,2,2,2,2,2,2,2,1,2,2
24,1236990187,2,2,1,2,2,2,1,37,3,6.0,1.0,5,2,2,2,9.0,2.0,2,1,1.0,1,12,4,1,3,2,1,5,2,2,2,1,1,2,2,2,2,2
24,1246415167,2,1,1,1,3,1,1,6,4,6.0,1.0,5,4,4,2,5.0,1.0,2,2,2.0,3,2,1,2,1,1,3,10,2,2,2,2,1,2,2,2,2,2
24,1234990305,4,2,1,1,5,1,1,24,3,6.0,1.0,5,2,3,1,7.0,2.0,2,1,2.0,1,1,1,3,3,1,2,10,2,1,2,2,1,2,2,2,2,2
24,1235704573,1,2,1,1,2,2,1,6,4,6.0,1.0,3,1,2,2,5.0,1.0,2,4,6.0,8,11,1,3,3,1,2,97,2,2,2,1,2,1,2,2,2,2
24,1246683659,2,2,1,1,6,2,1,42,1,6.0,1.0,5,2,3,2,1.0,1.0,1,1,2.0,1,2,1,3,3,1,1,97,2,2,2,1,2,1,2,2,2,2
24,1235895567,2,2,1,7,3,3,1,48,3,6.0,2.0,2,1,5,2,7.0,2.0,1,1,1.0,1,1,1,3,3,1,2,97,2,2,2,1,2,2,2,2,2,1
24,1234831351,2,2,1,1,3,3,1,47,3,6.0,1.0,4,1,3,2,5.0,1.0,1,1,2.0,1,1,4,3,3,1,3,97,2,2,2,1,2,1,2,2,2,2
24,1235675061,2,1,1,1,4,3,1,23,1,6.0,1.0,3,2,3,2,9.0,2.0,2,4,6.0,7,9,5,2,3,1,1,2,2,2,2,1,2,1,2,2,2,2
24,1240678945,3,1,1,1,4,3,1,37,3,6.0,1.0,5,2,4,2,1.0,1.0,1,1,4.0,4,1,1,2,3,1,1,10,2,2,1,2,1,2,2,2,2,2
24,1242454815,4,2,1,1,5,1,1,53,4,5.0,1.0,3,4,3,1,1.0,2.0,2,1,3.0,2,1,1,3,3,1,1,12,2,2,2,1,1,2,2,2,2,2
24,1239758563,3,1,1,1,3,3,1,6,4,6.0,1.0,5,4,6,2,1.0,2.0,2,2,6.0,3,10,1,3,3,1,4,11,2,2,2,2,1,2,2,2,2,2
24,1236814155,1,2,1,1,6,3,1,25,1,6.0,1.0,3,2,1,2,5.0,2.0,2,4,6.0,7,9,3,3,3,1,1,4,2,2,2,2,2,1,2,2,2,2
24,1239459569,3,1,1,1,3,1,1,49,4,6.0,1.0,5,2,4,1,1.0,1.0,2,3,5.0,1,11,1,3,3,1,1,9,2,2,1,1,1,2,2,2,2,2
24,1236780597,2,2,1,1,6,1,1,55,2,6.0,1.0,5,4,4,1,2.0,1.0,2,3,5.0,6,2,1,2,2,1,3,11,2,2,2,1,2,1,2,2,2,2
24,1242357085,3,1,3,1,3,2,1,39,2,3.0,1.0,5,4,3,1,1.0,1.0,1,1,6.0,7,1,6,3,3,1,1,10,2,2,2,1,1,2,2,2,2,2
24,1237563875,2,2,1,1,2,3,1,16,4,5.0,1.0,5,3,5,1,5.0,2.0,1,1,2.0,1,1,3,3,3,2,1,4,2,2,2,2,2,1,2,2,2,2
24,1235514427,2,2,1,2,6,3,1,1,3,6.0,1.0,5,2,3,2,2.0,2.0,1,2,5.0,5,1,1,3,3,1,2,10,2,2,2,1,1,2,2,2,2,2
24,1242839275,2,1,1,1,3,1,1,4,4,6.0,1.0,5,2,3,2,5.0,1.0,2,1,3.0,4,1,3,3,3,1,1,3,2,2,2,1,2,1,2,2,2,2
24,1238286119,2,2,1,1,6,3,1,41,4,6.0,1.0,5,1,2,2,5.0,1.0,2,4,6.0,7,9,1,3,3,1,1,12,2,2,2,2,1,1,2,2,2,2
24,1232573157,3,2,1,4,5,3,2,53,4,6.0,1.0,1,4,4,2,1.0,2.0,2,2,5.0,6,2,1,1,1,1,3,6,2,2,2,1,1,2,2,2,2,2
24,1246667555,2,1,1,2,3,1,1,6,4,6.0,1.0,5,2,4,2,5.0,1.0,1,2,6.0,1,2,1,2,3,1,1,8,2,2,1,2,2,1,2,2,2,2
24,1245153803,4,1,1,4,5,3,1,36,1,6.0,1.0,1,1,3,2,4.0,2.0,2,2,6.0,2,8,5,3,3,1,1,5,2,2,2,2,2,1,2,2,2,2
24,1244510409,3,2,1,6,4,3,1,42,1,6.0,1.0,5,3,4,2,1.0,2.0,1,2,3.0,1,1,3,2,3,2,1,3,2,2,2,2,1,2,2,2,2,2
24,1242456111,2,2,1,1,5,1,1,29,2,6.0,1.0,5,3,2,2,1.0,1.0,2,2,6.0,6,10,1,1,2,1,1,10,2,2,2,1,1,2,2,2,2,2
24,1237570021,2,1,1,1,4,3,1,34,1,6.0,1.0,5,2,3,2,1.0,1.0,2,2,6.0,3,2,1,3,1,1,1,12,2,1,2,1,1,2,2,2,2,2
24,1237471361,1,2,1,1,2,3,1,22,3,6.0,1.0,5,1,4,2,5.0,2.0,1,2,5.0,2,1,4,3,3,3,2,9,2,2,2,2,2,1,2,2,2,2
24,1242308193,2,1,1,1,5,3,1,26,2,6.0,1.0,4,2,3,2,5.0,1.0,2,1,2.0,6,2,1,2,1,1,1,10,2,2,2,1,2,1,2,2,2,2
24,1253600579,3,1,1,1,3,1,1,18,2,6.0,1.0,5,4,3,2,1.0,1.0,2,4,4.0,7,1,1,3,3,1,2,10,2,2,2,2,1,2,2,2,2,2
24,1237606477,2,2,1,2,3,3,1,5,3,6.0,1.0,5,3,2,2,5.0,2.0,2,2,2.0,4,1,3,2,3,1,1,4,2,2,2,1,2,1,2,2,2,2
24,1247683917,2,1,1,3,5,3,1,48,3,5.0,1.0,4,1,3,2,1.0,1.0,1,4,6.0,7,2,3,3,3,1,1,6,2,2,1,2,2,1,2,2,2,2
24,1249716065,2,2,1,2,4,3,1,12,3,6.0,1.0,5,2,3,2,5.0,2.0,2,4,6.0,2,11,3,3,3,1,1,7,2,2,1,1,2,1,2,2,2,2
24,1240400781,2,1,1,1,4,1,1,12,3,4.0,1.0,4,4,3,2,1.0,2.0,2,4,6.0,7,2,4,2,3,1,1,3,2,2,2,1,2,1,2,2,2,2
24,1242485609,2,1,1,1,4,3,1,6,4,6.0,1.0,5,3,3,2,5.0,2.0,2,1,5.0,1,1,1,3,3,1,1,5,2,2,2,1,2,1,2,2,2,2
24,1240496755,3,1,1,3,5,3,1,12,3,6.0,1.0,5,2,3,1,1.0,1.0,2,2,5.0,6,2,2,3,3,1,1,9,2,2,2,1,1,2,2,2,2,2
24,1241223357,3,1,4,2,6,3,1,12,3,4.0,1.0,5,1,2,2,1.0,1.0,2,2,4.0,1,1,5,2,3,2,1,9,2,2,2,1,1,2,2,2,2,2
24,1243839891,1,1,1,2,4,3,1,45,3,6.0,1.0,5,4,1,2,5.0,2.0,2,4,6.0,7,11,3,3,3,1,1,5,2,2,1,2,2,1,2,2,2,2
24,1243802069,2,1,1,1,2,3,1,37,3,6.0,,5,4,3,2,5.0,2.0,2,2,2.0,3,1,1,1,3,1,1,97,2,2,1,2,2,1,2,2,2,2
24,1237882041,1,1,1,1,2,3,1,9,1,6.0,1.0,4,3,4,2,5.0,2.0,2,2,5.0,5,2,1,2,4,1,1,4,2,2,1,2,1,1,2,2,2,2
24,1235703901,1,2,1,1,2,2,1,1,3,2.0,1.0,4,3,3,2,5.0,2.0,1,2,5.0,2,1,4,3,3,3,3,97,2,2,2,2,2,1,2,2,2,2
24,1237074811,1,1,1,1,2,3,1,46,2,6.0,1.0,4,3,5,2,5.0,1.0,1,1,2.0,4,1,1,3,3,1,1,7,2,2,1,1,2,1,2,2,2,2
24,1236961377,1,2,1,1,2,3,1,25,1,5.0,1.0,4,4,3,2,5.0,1.0,2,1,6.0,1,2,4,3,3,1,1,5,2,2,2,2,2,1,2,2,2,2
24,1239291423,2,1,1,2,4,3,1,39,2,6.0,1.0,5,1,1,2,5.0,1.0,2,1,2.0,1,1,1,2,2,1,1,10,2,2,1,2,2,1,2,2,2,2
24,1236920455,1,2,1,1,2,3,1,17,2,6.0,1.0,5,3,1,2,5.0,2.0,2,2,5.0,2,1,4,3,3,1,1,6,2,2,2,1,2,1,2,2,2,2
24,1246817639,3,1,1,2,2,3,1,42,1,6.0,1.0,5,1,1,2,1.0,2.0,2,1,6.0,1,12,5,3,3,1,1,16,2,2,2,2,2,2,2,1,2,2
24,1242033781,2,1,1,2,1,3,1,47,3,6.0,1.0,5,3,3,2,2.0,2.0,1,1,1.0,1,1,2,3,3,2,1,3,2,1,2,2,2,1,2,2,2,2
