year,caseid,birthyr,gender4,sexuality,race,educ,comptype,votereg,inputstate,region,361,cit1,immstat,urbancity,ideo5,child18,employ,investor,pew_bornagain,pew_religimp,pew_churatd,pew_prayer,religpew,marstat,union,unionhh,ownhome,newsint,faminc_new,milstat_1,milstat_2,milstat_3,milstat_4,healthins_1,healthins_2,healthins_3,healthins_4,healthins_5,healthins_6
24,1237570107,3,1,1,1,3,3,1,19,2,6.0,1.0,4,1,5,2,2.0,1.0,2,1,2.0,2,1,5,3,3,2,2,3,2,2,2,2,1,2,2,2,2,2
24,1243879551,1,1,1,1,3,3,1,48,3,5.0,1.0,5,4,4,2,5.0,1.0,1,1,1.0,1,1,4,2,2,1,1,5,2,2,2,1,2,1,2,1,2,2
24,1242897135,2,2,1,1,3,1,1,6,4,3.0,1.0,5,1,3,2,5.0,2.0,1,4,5.0,6,12,3,3,3,1,7,3,2,2,2,2,2,1,2,2,2,2
24,1239664629,2,2,1,2,3,3,1,6,4,,1.0,5,2,6,2,6.0,,1,1,1.0,1,12,5,2,2,2,2,4,2,2,2,1,2,1,2,2,2,2
24,1245140811,3,2,1,1,3,1,1,8,4,6.0,1.0,4,2,3,2,2.0,2.0,2,2,4.0,6,1,5,3,3,1,3,2,2,2,2,1,2,2,2,2,2,1
24,1236886133,3,2,1,1,4,1,1,12,3,6.0,1.0,5,1,5,2,1.0,1.0,1,1,3.0,1,12,3,3,3,1,3,5,2,2,2,2,1,2,2,2,2,2
24,1243510097,3,2,1,2,6,1,1,45,3,6.0,1.0,5,3,3,2,1.0,2.0,2,1,4.0,1,1,5,3,3,1,1,8,2,2,2,2,1,2,2,2,2,2
24,1241804859,4,2,1,1,2,1,1,37,3,4.0,1.0,5,4,5,2,7.0,2.0,1,1,1.0,1,12,1,3,3,1,2,3,2,2,2,2,1,2,2,2,2,2
24,1238089295,3,1,1,1,4,3,1,36,1,6.0,1.0,4,4,5,2,1.0,2.0,1,1,1.0,1,2,5,3,3,1,1,3,2,2,2,2,1,2,2,2,2,2
24,1243877607,2,2,1,1,3,2,1,34,1,4.0,1.0,4,2,4,2,5.0,1.0,2,2,5.0,2,2,1,2,1,1,1,97,2,2,2,1,2,1,2,2,2,2
24,1237750615,4,1,4,1,5,1,1,13,3,5.0,1.0,5,2,1,2,2.0,1.0,1,2,4.0,5,1,1,3,3,1,1,11,2,2,2,2,1,2,2,2,2,2
24,1239000517,2,2,1,1,5,3,1,20,2,6.0,1.0,5,3,3,2,1.0,1.0,2,2,5.0,3,2,1,2,2,1,3,11,2,2,1,1,1,2,2,2,2,2
24,1239000087,2,1,1,1,3,3,1,12,3,6.0,1.0,5,2,1,2,6.0,2.0,2,4,6.0,7,9,4,3,3,2,1,3,2,2,2,2,2,1,2,2,2,2
24,1237404413,3,1,1,1,5,3,1,21,3,6.0,1.0,5,4,3,1,1.0,1.0,2,2,6.0,3,1,1,3,2,1,1,12,2,2,2,2,1,2,2,2,2,2
24,1242431575,3,1,1,1,5,3,1,21,3,6.0,1.0,4,2,4,1,1.0,2.0,2,2,4.0,2,2,1,3,3,1,1,10,2,2,2,2,1,2,2,2,2,2
24,1242699451,2,1,1,1,3,3,1,36,1,5.0,1.0,4,4,4,2,5.0,2.0,2,4,6.0,7,10,1,3,3,2,1,3,2,2,1,2,2,1,2,2,2,2
24,1232539525,2,2,1,1,6,3,1,48,3,4.0,1.0,5,1,3,2,1.0,1.0,2,3,6.0,7,11,5,3,2,2,2,6,2,2,2,1,1,2,2,2,2,2
24,1237915091,3,2,1,1,4,3,1,5,3,6.0,1.0,5,4,3,2,6.0,2.0,2,1,2.0,1,11,1,3,3,2,2,2,2,2,2,1,2,1,2,2,2,2
24,1242501681,3,2,1,3,4,1,1,12,3,4.0,1.0,1,2,3,2,2.0,2.0,2,1,7.0,4,2,1,3,3,1,2,7,2,2,2,2,2,1,2,2,2,2
24,1231875715,2,1,1,3,6,3,1,12,3,6.0,1.0,1,2,3,2,1.0,1.0,2,4,6.0,7,9,1,3,3,1,1,11,2,2,2,2,1,2,2,2,2,2
24,1242737849,2,2,1,2,6,1,1,48,3,6.0,1.0,5,1,3,2,5.0,2.0,1,1,1.0,1,1,1,3,3,1,1,11,2,2,2,1,1,1,2,2,2,2
24,1242505845,3,1,1,1,6,2,1,55,2,6.0,1.0,5,2,1,2,1.0,1.0,2,4,6.0,7,10,1,1,2,1,2,11,2,2,2,1,1,2,2,2,2,2
24,1241236519,3,1,4,1,4,1,1,12,3,5.0,1.0,3,1,1,2,6.0,2.0,2,1,5.0,1,2,3,2,3,2,1,2,2,2,1,2,2,1,2,2,2,2
24,1237812959,2,2,1,1,2,1,1,47,3,6.0,1.0,5,3,1,2,2.0,2.0,2,1,6.0,2,2,1,3,3,1,1,5,2,2,2,1,2,1,2,2,2,2
24,1232943841,2,2,1,1,5,1,1,53,4,2.0,1.0,5,1,2,2,4.0,2.0,2,3,6.0,5,12,1,1,4,2,1,97,2,2,2,1,2,1,2,2,2,2
24,1238851283,4,1,1,1,5,3,1,2,4,5.0,1.0,4,1,5,1,1.0,2.0,2,3,6.0,6,1,1,2,3,1,1,10,2,2,2,2,1,2,2,2,2,2
24,1243714203,4,2,1,1,6,1,1,27,2,6.0,1.0,5,3,4,1,1.0,2.0,2,1,3.0,5,12,1,1,1,1,4,97,2,2,2,2,1,2,2,2,2,2
24,1240430373,2,2,1,1,3,3,1,17,2,4.0,1.0,4,1,3,2,1.0,2.0,1,1,2.0,1,1,1,3,2,2,3,4,2,2,2,2,2,2,2,1,2,2
24,1238086757,3,1,1,1,5,1,1,34,1,6.0,1.0,5,2,2,1,1.0,1.0,2,2,4.0,4,5,1,3,3,1,1,97,2,2,2,2,1,2,2,2,2,2
24,1242477833,3,2,1,1,4,3,1,36,1,6.0,1.0,5,2,4,2,1.0,1.0,2,2,6.0,3,2,1,3,3,1,1,12,2,2,2,2,1,2,2,2,2,2
24,1237646965,2,1,3,1,5,1,1,51,3,6.0,1.0,5,4,2,2,2.0,1.0,2,4,6.0,7,11,1,3,3,1,1,4,2,2,2,1,2,2,2,1,2,2
24,1238033655,2,1,3,1,5,3,1,4,4,6.0,1.0,4,1,2,2,4.0,1.0,2,4,6.0,7,11,5,2,3,1,1,9,2,2,2,1,1,2,2,2,2,2
24,1244423027,4,1,1,1,5,1,1,55,2,5.0,1.0,5,2,1,2,1.0,1.0,2,4,6.0,7,9,1,3,3,1,1,11,2,2,2,2,1,2,2,2,2,2
24,1244547935,3,1,1,1,5,1,1,19,2,6.0,1.0,5,2,3,1,1.0,1.0,2,4,6.0,7,11,1,3,3,1,1,13,2,2,1,1,1,2,2,2,2,2
24,1243022369,2,2,1,1,2,1,1,47,3,6.0,1.0,4,4,5,2,1.0,2.0,1,1,2.0,4,1,5,3,3,1,7,97,2,2,2,2,1,2,2,2,2,2
24,1239766741,3,2,6,1,5,3,1,48,3,6.0,1.0,5,2,2,2,1.0,1.0,2,4,6.0,7,9,6,3,3,1,1,10,2,2,2,1,1,2,2,2,2,2
24,1248197347,4,1,1,1,5,1,1,4,4,4.0,1.0,5,2,2,2,4.0,2.0,2,4,6.0,7,9,5,3,3,1,1,5,2,2,2,2,2,2,2,2,2,1
24,1255874511,2,1,1,1,3,3,1,4,4,6.0,1.0,4,2,5,2,5.0,2.0,2,3,5.0,6,1,5,3,3,2,1,97,2,2,1,2,2,1,2,2,2,2
24,1242432165,3,1,1,4,5,3,1,6,4,6.0,1.0,3,2,2,1,1.0,1.0,2,4,6.0,7,9,1,3,2,1,1,16,2,2,2,2,1,2,2,2,2,2
24,1240350641,1,1,1,1,3,3,1,48,3,6.0,1.0,5,3,5,2,5.0,2.0,2,3,6.0,6,11,1,3,2,1,1,97,2,2,2,1,2,1,2,2,2,2
24,1251024045,2,1,3,1,3,3,1,6,4,6.0,1.0,4,2,2,2,1.0,1.0,2,2,4.0,5,2,1,2,2,1,1,15,2,2,2,1,1,2,2,2,2,2
24,1239001707,3,2,1,1,3,1,1,19,2,2.0,1.0,1,4,1,2,7.0,1.0,2,4,6.0,7,9,1,3,3,1,1,97,2,2,2,2,1,2,2,2,2,2
24,1242525707,3,1,1,1,4,3,1,39,2,6.0,1.0,5,1,3,2,2.0,1.0,2,3,5.0,6,1,3,1,1,1,1,6,2,2,1,1,1,2,2,2,2,2
24,1240144791,3,2,1,1,4,1,1,48,3,6.0,1.0,4,2,4,1,7.0,2.0,1,1,5.0,1,12,1,3,3,1,2,97,2,2,2,1,1,2,2,2,2,2
24,1239330115,2,2,5,1,4,3,1,36,1,6.0,1.0,3,2,2,2,5.0,1.0,2,4,6.0,7,5,5,3,3,1,1,9,2,2,2,1,2,2,2,1,2,2
24,1240251757,2,1,1,1,5,2,1,37,3,6.0,1.0,5,2,4,2,5.0,1.0,1,1,6.0,3,1,1,3,3,1,1,8,2,2,2,2,2,2,2,1,2,2
24,1235735201,4,2,1,1,5,1,1,45,3,6.0,1.0,5,2,4,1,2.0,2.0,1,2,2.0,6,12,1,3,3,2,4,5,2,1,2,1,2,2,2,1,2,2
24,1237893251,2,2,1,1,6,3,1,11,3,4.0,1.0,5,1,1,2,1.0,2.0,2,4,6.0,6,11,5,3,3,2,1,11,2,2,2,1,1,2,2,2,2,2
24,1245198959,2,1,1,1,5,3,1,42,1,6.0,1.0,5,4,2,2,5.0,2.0,2,2,4.0,3,1,5,3,3,1,1,2,2,2,2,2,2,1,2,2,2,2
24,1242952469,4,2,1,1,5,1,1,12,3,6.0,1.0,4,3,2,1,1.0,1.0,2,2,4.0,6,2,1,3,3,1,1,12,2,2,2,2,1,2,2,2,2,2
24,1240327337,2,1,1,1,2,1,1,42,1,6.0,1.0,5,4,3,2,5.0,2.0,2,2,5.0,6,11,1,3,3,2,3,97,2,2,1,2,2,1,2,2,2,2
24,1242477479,1,2,1,1,5,2,1,1,3,6.0,1.0,4,2,2,2,5.0,1.0,2,3,5.0,7,10,4,3,3,1,1,4,2,2,2,2,2,1,2,2,2,2
24,1237498313,2,1,1,1,5,1,1,2,4,6.0,1.0,5,4,4,2,1.0,1.0,2,4,6.0,7,11,1,2,2,1,1,14,2,2,2,1,1,2,2,2,2,2
24,1232933345,2,1,1,3,6,1,1,18,2,6.0,1.0,4,1,4,2,1.0,1.0,1,1,1.0,1,1,1,3,1,1,1,12,2,2,1,2,2,1,2,2,2,2
24,1238011791,3,1,1,1,6,1,1,53,4,5.0,1.0,5,2,1,2,4.0,2.0,2,4,6.0,7,9,3,2,3,1,2,7,2,2,2,2,2,2,2,1,2,2
24,1240762975,3,2,1,1,3,1,1,27,2,6.0,1.0,4,2,6,2,2.0,2.0,1,1,5.0,1,12,6,2,2,1,4,3,2,2,2,1,2,1,2,2,2,2
24,1237161345,4,2,1,1,2,3,1,55,2,4.0,1.0,5,2,3,1,7.0,2.0,2,4,6.0,7,11,1,3,3,1,4,10,2,2,2,2,1,2,2,2,2,2
24,1242525591,2,1,1,1,3,3,1,17,2,6.0,1.0,5,4,4,2,6.0,2.0,1,1,5.0,1,12,3,3,3,1,2,2,2,2,2,1,2,1,2,2,2,2
24,1239496509,3,2,1,1,4,2,1,42,1,6.0,1.0,5,3,5,2,1.0,2.0,2,1,2.0,1,2,1,1,2,1,1,11,2,2,2,2,1,2,2,2,2,2
24,1238934993,4,1,4,1,5,1,1,25,1,6.0,1.0,5,3,3,2,2.0,2.0,2,4,6.0,7,9,5,3,3,1,1,6,2,2,2,2,2,1,2,2,2,2
24,1235764999,3,1,1,4,5,1,1,48,3,5.0,1.0,1,2,2,1,9.0,1.0,2,4,6.0,7,11,1,3,3,1,2,8,2,2,2,2,2,2,2,1,2,2
24,1239496373,3,1,4,1,4,3,1,17,2,6.0,1.0,4,3,4,2,6.0,2.0,2,4,6.0,7,11,1,3,3,1,4,3,2,1,1,1,2,1,2,2,2,2
24,1237560141,2,1,1,1,2,3,1,39,2,6.0,1.0,5,4,3,2,5.0,2.0,2,4,6.0,6,1,1,2,2,1,4,97,2,2,2,1,2,1,2,2,2,2
24,1243748227,3,2,4,1,5,1,1,48,3,6.0,1.0,5,2,1,2,7.0,1.0,2,4,6.0,7,9,1,3,3,1,2,7,2,2,2,1,2,2,2,1,2,2
24,1242595431,3,2,1,1,3,2,1,12,3,6.0,1.0,4,1,3,2,4.0,2.0,2,1,2.0,1,12,1,3,3,2,1,9,2,2,2,2,2,2,2,1,2,2
24,1246777865,2,1,1,1,5,1,1,17,2,6.0,1.0,4,2,4,2,1.0,1.0,2,1,2.0,1,2,1,3,1,1,1,13,2,2,2,2,1,2,2,2,2,2
24,1243003341,1,2,1,1,5,1,1,12,3,6.0,1.0,5,3,4,2,5.0,2.0,2,2,4.0,1,2,1,3,2,1,1,12,2,2,2,1,1,2,2,2,2,2
24,1232595675,1,1,1,1,3,2,1,41,4,6.0,1.0,3,4,3,2,5.0,2.0,2,2,5.0,3,2,1,1,4,1,1,5,2,2,2,1,2,1,2,2,2,2
24,1232854441,2,2,1,1,4,2,1,39,2,6.0,1.0,5,3,3,2,5.0,1.0,1,2,5.0,5,1,6,3,1,1,1,97,2,2,2,1,2,1,2,2,2,2
24,1241122133,2,1,1,1,4,3,1,30,4,6.0,1.0,5,2,2,2,1.0,1.0,2,4,5.0,6,10,6,3,3,1,2,5,2,2,2,1,1,2,2,2,2,2
24,1237066787,3,2,1,7,5,3,1,18,2,6.0,1.0,4,1,4,2,2.0,1.0,2,2,4.0,1,11,1,3,3,1,2,97,2,2,2,1,1,2,2,2,2,2
24,1239294257,2,2,1,1,2,1,1,20,2,6.0,1.0,4,2,3,2,5.0,2.0,2,1,2.0,2,1,1,3,3,1,2,7,2,2,2,1,2,1,2,1,2,2
24,1242918399,2,2,1,2,6,1,1,12,3,4.0,1.0,5,2,3,2,5.0,1.0,1,1,4.0,1,1,4,3,3,2,1,3,2,2,2,2,2,1,2,2,2,2
24,1238345833,3,2,2,1,5,1,1,55,2,6.0,1.0,5,2,1,2,4.0,2.0,2,4,6.0,7,10,5,3,3,3,1,1,2,2,2,2,2,1,2,2,2,2
24,1240382575,2,2,1,1,3,1,1,51,3,1.0,1.0,4,4,2,2,5.0,2.0,2,4,6.0,7,11,1,3,3,1,2,4,2,2,2,2,2,1,2,2,2,2
24,1237162833,2,1,1,1,2,3,1,4,4,6.0,1.0,4,1,2,2,5.0,2.0,2,4,6.0,6,9,3,3,3,2,2,5,2,2,2,1,2,1,2,2,2,2
24,1238286423,3,1,1,1,6,1,1,39,2,6.0,1.0,5,2,3,2,1.0,1.0,2,3,5.0,3,11,5,3,3,2,1,4,2,2,2,2,2,2,2,1,2,2
24,1237202713,4,1,1,4,5,3,1,6,4,6.0,1.0,3,2,3,1,1.0,1.0,2,3,6.0,2,11,1,3,3,1,3,14,2,2,2,2,1,2,2,2,2,2
24,1241149695,2,1,1,1,5,1,1,48,3,5.0,1.0,5,2,3,2,5.0,1.0,2,4,6.0,7,9,1,3,3,1,2,97,2,2,2,2,1,2,2,2,2,2
24,1249716329,2,2,1,2,4,1,1,26,2,6.0,1.0,4,1,3,2,5.0,2.0,1,1,2.0,5,12,4,3,3,2,1,1,2,2,2,1,2,1,2,2,2,2
24,1243991047,2,2,1,1,3,1,1,39,2,6.0,1.0,1,4,6,2,5.0,2.0,2,2,3.0,3,11,1,3,4,1,1,97,2,2,2,2,2,1,2,2,2,2
24,1239629245,2,1,1,1,2,3,1,36,1,6.0,1.0,4,3,4,2,1.0,2.0,2,3,6.0,7,11,1,3,2,2,3,8,2,2,2,1,1,2,2,2,2,2
24,1241910001,3,1,1,1,5,3,1,12,3,6.0,1.0,5,2,3,2,1.0,1.0,2,2,3.0,2,1,6,3,3,1,2,14,2,2,1,2,2,2,2,1,2,2
24,1242660691,3,1,1,1,6,1,1,51,3,5.0,1.0,5,2,1,1,1.0,1.0,2,3,5.0,5,10,1,3,1,1,1,14,2,2,2,2,1,2,2,2,2,2
24,1249716297,2,2,1,2,5,3,1,42,1,6.0,1.0,5,2,1,2,5.0,2.0,2,3,5.0,6,2,5,2,3,2,1,4,2,2,2,2,2,1,2,2,2,2
24,1239602707,3,2,1,1,3,3,1,51,3,6.0,1.0,5,4,3,2,1.0,1.0,1,1,2.0,1,12,1,3,3,1,1,9,2,2,2,2,1,2,2,2,2,2
24,1236652513,4,2,1,2,3,1,1,6,4,6.0,1.0,5,1,6,2,8.0,2.0,1,1,1.0,2,1,5,3,3,3,4,97,2,2,2,2,2,1,2,2,2,2
24,1242432121,2,2,1,1,4,1,1,8,4,6.0,1.0,5,1,5,2,5.0,2.0,2,3,5.0,8,11,1,2,2,1,2,7,2,2,2,1,2,2,2,1,2,2
24,1251663293,2,1,1,7,6,3,1,36,1,6.0,1.0,4,4,2,2,1.0,1.0,2,4,6.0,7,9,1,2,2,1,1,14,2,2,1,2,1,2,2,2,2,2
24,1238811159,2,2,1,1,5,2,1,51,3,6.0,1.0,5,2,1,2,1.0,1.0,2,2,5.0,1,1,1,2,3,1,1,13,2,2,2,1,1,2,2,2,2,2
24,1236783327,3,2,1,2,3,1,1,29,2,6.0,1.0,5,2,2,2,1.0,1.0,1,3,5.0,8,11,1,2,3,2,1,5,2,2,2,1,2,1,2,2,2,2
24,1237403265,3,2,1,1,5,1,1,27,2,6.0,1.0,5,1,2,2,9.0,2.0,2,2,4.0,1,1,1,3,1,1,1,9,2,2,2,1,1,1,2,2,2,2
24,1238868107,3,1,1,1,5,3,1,18,2,6.0,1.0,5,2,4,2,1.0,1.0,2,2,6.0,6,1,5,3,3,1,3,5,2,2,2,2,1,2,2,2,2,2
24,1255982071,2,1,1,1,3,3,1,6,4,6.0,1.0,4,4,1,2,5.0,2.0,2,4,6.0,7,9,3,3,3,1,1,5,2,2,1,2,2,1,2,2,2,2
24,1235372505,2,2,6,1,3,3,1,42,1,5.0,1.0,5,3,2,2,6.0,2.0,2,3,4.0,5,1,3,3,3,2,1,2,2,2,2,1,2,1,2,2,2,2
24,1236952701,4,2,1,1,5,3,1,26,2,4.0,1.0,5,4,4,1,2.0,1.0,2,1,2.0,1,1,1,3,3,1,4,8,2,2,2,2,1,2,2,2,2,2
24,1238028343,2,1,1,1,3,2,1,22,3,6.0,1.0,5,1,4,2,1.0,1.0,1,1,1.0,1,1,1,3,3,1,1,7,2,2,2,2,1,2,2,2,2,2
24,1232946089,2,2,1,1,4,1,1,12,3,6.0,1.0,5,2,3,2,5.0,1.0,2,1,5.0,1,1,1,3,3,1,1,10,2,2,2,1,1,1,2,2,2,2
24,1235239895,2,1,1,6,6,1,1,53,4,6.0,1.0,3,1,3,2,1.0,1.0,2,4,6.0,7,11,1,1,3,1,1,11,2,2,2,2,1,2,2,2,2,2
24,1243874579,3,1,1,1,5,3,1,35,4,6.0,1.0,4,1,3,2,1.0,1.0,2,3,5.0,6,11,1,3,2,1,1,13,2,2,1,1,1,2,2,2,2,2
24,1249717393,3,1,1,1,4,1,1,41,4,6.0,1.0,5,1,3,2,2.0,2.0,2,3,6.0,6,11,5,3,4,1,2,1,2,2,2,2,2,1,2,2,2,2
24,1242452647,3,1,3,2,6,1,1,6,4,6.0,1.0,5,1,3,2,1.0,2.0,1,2,7.0,2,11,5,1,1,2,1,4,2,2,2,2,2,1,2,2,2,2
24,1240810985,4,1,3,1,5,1,1,6,4,4.0,1.0,5,1,1,2,1.0,1.0,2,4,6.0,7,10,1,3,3,1,1,9,2,2,2,2,1,2,2,2,2,2
24,1240430447,3,1,1,1,5,3,1,24,3,6.0,1.0,5,4,3,2,1.0,2.0,2,1,5.0,2,1,5,3,3,1,1,2,2,2,2,1,2,2,2,2,2,1
24,1236717895,2,1,3,1,2,3,2,36,1,4.0,1.0,4,3,4,2,2.0,2.0,2,3,6.0,7,1,5,3,3,2,3,2,2,2,2,1,2,1,2,2,2,2
24,1237533841,4,2,1,3,5,1,1,39,2,6.0,1.0,5,2,3,1,2.0,2.0,2,2,6.0,8,11,2,3,3,1,3,97,2,2,2,2,1,2,2,2,2,2
24,1249717155,4,1,1,1,5,1,1,53,4,2.0,1.0,5,2,5,1,1.0,2.0,2,1,2.0,1,2,1,3,3,1,1,10,2,2,1,2,1,2,2,2,2,2
24,1240489789,3,1,1,1,6,1,1,17,2,6.0,1.0,4,2,3,2,1.0,2.0,2,3,6.0,2,2,4,2,3,1,1,7,2,2,2,2,1,2,2,2,2,2
24,1237421949,4,2,1,1,6,3,1,37,3,4.0,1.0,3,1,2,2,2.0,2.0,2,4,6.0,7,11,5,3,3,2,3,5,2,2,2,2,2,2,2,1,2,2
24,1246648853,2,1,1,1,5,3,1,34,1,6.0,1.0,5,2,3,2,5.0,1.0,2,1,2.0,2,2,4,1,1,2,2,97,2,2,2,1,1,2,2,2,2,2
24,1237530791,4,2,1,1,5,1,1,37,3,6.0,1.0,5,2,3,2,4.0,2.0,2,4,6.0,6,11,5,3,3,1,1,7,2,2,2,1,2,1,2,2,2,2
24,1240377475,2,2,1,1,4,1,1,27,2,6.0,1.0,5,2,1,2,7.0,2.0,2,4,6.0,7,9,1,3,3,1,1,8,2,2,2,1,1,2,2,2,2,2
24,1238968195,3,2,1,1,5,1,1,20,2,6.0,1.0,5,2,3,1,1.0,2.0,2,2,3.0,3,2,1,3,3,1,2,9,2,2,2,1,1,2,2,2,2,2
24,1239966095,5,2,5,1,5,3,1,27,2,4.0,1.0,5,1,1,2,4.0,1.0,2,4,7.0,7,9,5,3,3,3,3,1,2,2,2,1,2,1,2,2,2,2
24,1239402469,3,2,1,1,6,3,1,45,3,6.0,1.0,5,2,2,1,1.0,1.0,2,2,5.0,6,10,1,3,3,1,2,6,2,2,2,1,1,2,2,2,2,2
24,1245200373,3,2,1,1,6,2,1,39,2,6.0,1.0,5,2,4,2,1.0,1.0,2,3,6.0,6,2,1,3,3,1,1,16,2,2,2,2,1,2,2,2,2,2
24,1232857837,3,1,1,1,3,1,1,26,2,2.0,1.0,5,3,1,2,1.0,1.0,2,4,6.0,7,9,1,2,3,1,1,10,2,2,1,2,1,2,2,2,2,2
24,1242523955,2,1,1,1,5,1,1,1,3,6.0,1.0,5,4,3,2,5.0,1.0,2,1,2.0,1,1,1,3,3,1,1,11,2,1,2,1,2,1,2,2,2,2
24,1236741793,2,2,1,2,4,1,1,17,2,2.0,1.0,5,1,3,2,5.0,2.0,1,1,1.0,1,12,5,2,3,2,2,2,2,2,2,2,2,1,2,2,2,2
24,1238772281,5,1,1,1,5,1,1,6,4,4.0,1.0,3,2,2,2,1.0,1.0,2,4,6.0,7,11,1,3,1,2,1,11,2,2,2,1,1,2,2,2,2,2
24,1238676871,5,1,1,1,5,1,1,36,1,6.0,1.0,5,4,1,2,8.0,2.0,2,4,6.0,8,9,5,3,3,1,1,97,2,2,2,2,1,2,2,2,2,2
24,1255925419,3,1,1,1,5,1,1,6,4,6.0,1.0,5,1,3,2,1.0,1.0,2,2,6.0,6,1,3,3,3,2,1,97,2,2,2,1,2,2,2,1,2,2
24,1240208041,2,2,1,1,5,2,1,18,2,6.0,1.0,5,3,4,2,1.0,1.0,2,2,5.0,5,2,1,3,3,1,1,12,2,2,2,1,1,2,2,2,2,2
24,1243819503,2,2,1,1,6,1,1,37,3,5.0,1.0,5,2,5,2,1.0,1.0,2,1,5.0,1,2,1,2,2,1,1,12,2,2,2,1,1,2,2,2,2,2
24,1238706499,4,2,1,3,6,3,1,42,1,5.0,1.0,1,2,3,1,1.0,1.0,2,1,2.0,2,2,1,3,3,1,2,11,2,2,1,1,1,2,2,2,2,2
24,1246470403,2,1,1,1,3,3,1,19,2,6.0,1.0,5,1,4,2,5.0,2.0,2,2,5.0,2,1,1,2,3,1,1,5,2,2,1,2,2,1,2,2,2,2
24,1245589103,2,1,1,7,3,3,1,55,2,6.0,1.0,5,4,3,2,5.0,2.0,2,1,4.0,1,12,1,3,3,1,2,3,2,2,2,2,2,1,2,2,2,2
24,1237562169,2,1,1,1,3,3,1,6,4,6.0,1.0,5,3,4,2,5.0,2.0,1,1,6.0,1,1,1,3,3,1,1,8,2,2,1,1,2,1,2,1,2,2
24,1243476349,3,1,1,1,5,1,1,24,3,4.0,1.0,5,2,2,2,1.0,1.0,2,4,6.0,7,9,1,3,3,1,1,16,2,2,2,2,1,2,2,2,2,2
24,1236870159,2,1,1,1,2,3,1,12,3,6.0,1.0,5,1,4,2,5.0,1.0,1,3,5.0,6,12,1,2,3,1,1,9,2,2,1,2,1,1,2,2,2,2
24,1243963879,3,2,1,1,5,3,1,8,4,5.0,1.0,5,2,2,2,2.0,1.0,2,2,6.0,3,2,4,3,1,1,3,9,2,2,2,1,2,2,2,1,2,2
24,1235475867,2,2,1,1,3,3,1,12,3,6.0,1.0,4,2,3,2,5.0,2.0,2,4,5.0,6,11,4,3,3,1,1,5,2,2,2,1,2,1,2,2,2,2
24,1237954891,2,1,1,1,6,2,1,34,1,6.0,1.0,5,2,4,2,1.0,2.0,2,3,6.0,6,5,1,3,3,1,1,10,2,2,2,2,2,1,2,2,2,2
24,1245162441,2,1,1,1,5,1,1,47,3,6.0,1.0,5,1,4,2,1.0,1.0,1,1,3.0,2,1,1,3,3,1,1,16,2,2,2,2,1,2,2,2,2,2
24,1241070157,2,1,1,1,6,3,1,17,2,6.0,1.0,5,3,1,2,5.0,1.0,2,3,6.0,7,11,1,2,2,1,1,13,2,2,1,2,1,2,2,2,2,2
24,1237333217,2,2,1,2,5,3,1,18,2,6.0,1.0,5,2,3,2,5.0,1.0,2,2,5.0,3,12,1,3,3,1,1,97,2,2,2,1,2,1,2,2,2,2
24,1237607641,2,1,1,1,5,3,1,6,4,6.0,1.0,4,1,4,2,1.0,1.0,2,2,6.0,6,1,6,3,3,1,2,9,2,2,2,2,1,2,2,2,2,2
24,1236454521,2,1,3,3,6,3,1,32,4,6.0,1.0,1,1,1,2,1.0,2.0,2,4,4.0,7,9,5,1,4,1,1,6,2,2,2,1,1,2,2,2,2,2
24,1239604483,2,1,1,2,4,3,1,48,3,6.0,1.0,5,1,1,1,5.0,2.0,1,1,2.0,4,1,3,3,3,1,4,6,2,2,1,2,2,1,2,2,2,2
24,1234893967,2,2,1,1,4,1,1,56,4,6.0,1.0,5,4,2,2,7.0,1.0,2,4,6.0,7,11,6,3,3,1,1,97,2,2,1,1,2,2,2,2,2,1
24,1242879519,2,2,1,1,4,1,1,42,1,6.0,1.0,4,2,3,2,5.0,2.0,2,1,4.0,2,2,3,3,1,2,1,3,2,2,2,1,2,1,2,2,2,2
24,1239594595,3,2,1,1,4,1,1,48,3,6.0,1.0,5,2,4,1,1.0,1.0,1,1,2.0,2,12,6,3,3,1,2,6,2,2,2,1,1,2,2,2,2,2
24,1237292619,1,2,1,1,3,3,1,48,3,6.0,1.0,5,4,5,2,5.0,1.0,1,2,3.0,3,1,1,2,3,1,3,97,2,2,2,1,2,1,2,2,2,2
24,1235764853,2,2,1,1,1,3,1,16,4,6.0,1.0,5,3,3,2,6.0,2.0,2,2,6.0,1,2,5,2,2,1,1,2,2,2,2,1,2,1,2,2,2,2
24,1247685139,2,2,1,2,5,3,1,6,4,5.0,1.0,5,1,1,2,4.0,2.0,2,1,2.0,3,1,2,3,3,2,1,5,2,2,2,2,2,1,2,2,2,2
24,1237597897,2,1,1,1,2,3,1,42,1,6.0,1.0,3,2,5,2,5.0,2.0,1,1,2.0,1,1,1,2,3,1,2,6,2,2,2,2,2,1,2,2,2,2
24,1237924655,2,2,1,1,2,3,1,36,1,6.0,1.0,4,3,1,2,5.0,2.0,2,4,6.0,7,10,3,3,3,1,1,2,2,2,2,1,2,1,2,2,2,2
24,1238668489,2,2,1,4,5,3,1,17,2,6.0,1.0,3,4,5,2,1.0,2.0,2,1,2.0,2,2,1,1,1,1,1,8,2,2,1,1,1,2,2,2,2,2
