,caseid,year__mode_match,pid3__mode_match,300_1__mode_match,300_2__mode_match,300_3__mode_match,300_4__mode_match,302__mode_match,303__mode_match,305_1__mode_match,305_2__mode_match,305_3__mode_match,305_4__mode_match,305_5__mode_match,305_6__mode_match,305_7__mode_match,305_9__mode_match,305_10__mode_match,305_11__mode_match,305_12__mode_match,305_13__mode_match,307__mode_match,309e__mode_match,309dx_1__mode_match,309dx_2__mode_match,309dx_3__mode_match,309dx_4__mode_match,309dx_5__mode_match,309dx_6__mode_match,309dx_7__mode_match,309dx_8__mode_match,310a__mode_match,310b__mode_match,320a__mode_match,320b__mode_match,320c__mode_match,327a__mode_match,327b__mode_match,327d__mode_match,330a__mode_match,330b__mode_match,330c__mode_match,331a__mode_match,331b__mode_match,331d__mode_match,332a__mode_match,332b__mode_match,332c__mode_match,332d__mode_match,332e__mode_match,332f__mode_match,332g__mode_match,333a__mode_match,333b__mode_match,333c__mode_match,333d__mode_match,334a__mode_match,334b__mode_match,334c__mode_match,334d__mode_match,334e__mode_match,334f__mode_match,334g__mode_match,334h__mode_match,355a__mode_match,355e__mode_match,363__mode_match,overall_mode_match_mean
18,1235567217,True,False,False,True,True,True,False,True,True,True,True,True,True,True,False,True,True,False,True,True,True,False,True,True,False,True,True,True,True,True,False,True,False,False,False,True,True,False,False,True,False,True,True,False,False,False,False,True,True,True,False,False,True,True,True,False,True,True,True,True,False,False,True,True,False,True,0.6363636363636364
19,1236688157,True,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,,False,True,False,True,True,True,True,True,True,True,False,False,,False,True,True,True,False,True,False,True,True,True,True,False,True,False,True,True,False,True,True,True,True,False,True,False,True,True,True,False,True,True,True,True,0.765625
20,1255869345,True,False,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,True,True,True,True,True,False,True,True,False,False,False,True,False,False,False,True,True,False,False,False,,False,False,True,,False,False,False,False,False,True,True,True,False,True,False,True,False,True,True,0.609375
21,1242431703,True,False,True,True,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,True,True,True,True,True,True,False,False,False,False,False,True,True,,True,True,True,False,False,True,False,False,True,True,True,False,True,True,True,True,True,True,False,False,True,True,False,True,True,False,True,0.676923076923077
22,1237858209,True,False,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,True,True,True,True,True,False,,False,False,False,True,False,False,False,False,False,True,False,False,,False,False,False,True,False,False,True,False,False,False,True,True,True,True,False,False,True,False,False,True,0.5625
23,1242787135,True,,False,True,True,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,,True,True,True,True,True,True,False,False,False,False,False,True,True,False,,True,True,False,True,,False,True,,True,False,False,True,False,False,True,True,True,True,True,True,True,False,True,True,False,False,0.6557377049180327
24,1242429083,True,False,True,True,False,True,False,False,True,True,True,True,True,True,True,True,True,True,False,True,False,False,True,False,,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,,True,True,True,True,True,True,True,True,False,True,False,False,True,True,False,True,True,True,False,0.765625
25,1249716071,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,False,False,,True,True,True,True,True,False,True,False,True,,True,False,True,True,True,False,True,True,True,True,True,True,False,False,True,True,False,True,True,True,True,0.796875
26,1240087623,True,False,True,True,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,,True,True,True,True,True,True,True,True,False,True,True,False,False,True,True,True,False,False,True,True,,False,True,False,False,False,False,False,False,False,False,True,False,True,True,True,False,True,False,True,False,True,True,0.65625
27,1237032173,True,False,True,False,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,,True,True,True,True,True,True,False,False,True,False,False,True,True,True,,,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,True,True,True,,True,True,0.6290322580645161
28,1249863351,True,False,True,False,False,True,False,True,True,True,True,True,False,True,False,True,True,True,False,True,False,False,False,True,,True,True,True,True,True,True,False,False,False,False,False,True,True,True,True,True,True,True,,True,False,True,True,True,True,False,True,False,True,False,True,True,False,True,True,False,False,True,True,,False,0.6349206349206349
29,1237908889,True,True,True,,,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,0.9047619047619048
30,1244694681,True,False,False,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,True,True,True,True,True,True,False,False,,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,,True,True,True,,False,True,True,True,0.8095238095238095
31,1238294423,True,False,True,True,False,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,False,True,,True,False,True,True,True,,True,True,False,False,False,False,True,True,True,,True,False,False,False,True,True,True,True,True,True,True,True,True,True,0.7619047619047619
32,1237400307,True,False,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,True,True,True,False,False,True,False,True,True,True,False,False,,False,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,False,True,True,True,True,0.7692307692307693
33,1237464259,True,,True,False,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,True,False,True,True,False,False,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,,True,False,0.796875
34,1239831951,True,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,False,False,False,True,True,False,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,False,True,True,False,True,True,False,False,0.7424242424242424
35,1238391153,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,False,False,True,True,False,True,True,True,True,True,False,False,False,True,False,True,True,False,True,True,True,True,True,False,False,,False,True,True,True,False,True,True,False,True,False,True,False,False,True,True,True,True,True,True,True,0.7230769230769231
36,1239619389,True,False,False,,True,True,False,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,True,True,True,True,True,True,True,True,True,False,True,False,False,True,True,True,True,True,True,True,,True,False,False,,False,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,0.7580645161290323
37,1239677341,True,True,True,False,True,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,True,False,True,True,True,True,True,True,True,False,False,False,True,True,True,True,True,True,False,True,True,,True,True,False,False,,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,False,True,0.765625
