,caseid,year__match_rate,pid3__match_rate,300_1__match_rate,300_2__match_rate,300_3__match_rate,300_4__match_rate,302__match_rate,303__match_rate,305_1__match_rate,305_2__match_rate,305_3__match_rate,305_4__match_rate,305_5__match_rate,305_6__match_rate,305_7__match_rate,305_9__match_rate,305_10__match_rate,305_11__match_rate,305_12__match_rate,305_13__match_rate,307__match_rate,309e__match_rate,309dx_1__match_rate,309dx_2__match_rate,309dx_3__match_rate,309dx_4__match_rate,309dx_5__match_rate,309dx_6__match_rate,309dx_7__match_rate,309dx_8__match_rate,310a__match_rate,310b__match_rate,320a__match_rate,320b__match_rate,320c__match_rate,327a__match_rate,327b__match_rate,327d__match_rate,330a__match_rate,330b__match_rate,330c__match_rate,331a__match_rate,331b__match_rate,331d__match_rate,332a__match_rate,332b__match_rate,332c__match_rate,332d__match_rate,332e__match_rate,332f__match_rate,332g__match_rate,333a__match_rate,333b__match_rate,333c__match_rate,333d__match_rate,334a__match_rate,334b__match_rate,334c__match_rate,334d__match_rate,334e__match_rate,334f__match_rate,334g__match_rate,334h__match_rate,355a__match_rate,355e__match_rate,363__match_rate,overall_match_rate_mean
0,1249937987,1.0,0.32,0.76,0.6,0.48,0.76,0.0,0.28,1.0,1.0,1.0,0.96,1.0,1.0,0.96,1.0,1.0,0.6,0.92,1.0,0.56,0.12,0.48,0.88,0.72,1.0,0.92,1.0,1.0,0.84,0.92,0.48,0.48,0.44,0.16,0.64,0.92,0.96,0.64,0.72,0.76,0.28,0.68,0.68,0.68,0.72,0.64,0.72,0.72,0.84,0.4,0.72,0.68,0.64,0.6,0.72,0.92,0.52,0.28,0.8,0.88,0.48,0.8,0.72,0.44,0.88,0.7078787878787878
1,1244727923,1.0,0.4,0.84,0.24,0.6,0.28,0.04,0.0,0.96,0.04,0.96,1.0,1.0,0.8,0.76,1.0,0.8,0.44,0.72,0.96,0.12,0.4,0.44,0.8,0.72,1.0,0.84,1.0,0.92,0.84,0.64,0.64,0.48,0.12,0.52,0.68,0.88,0.88,0.52,0.68,0.52,0.72,0.52,0.64,0.72,0.64,0.64,0.68,0.68,0.92,0.72,0.72,0.68,0.72,0.72,0.72,1.0,0.84,0.6,0.64,0.8,0.84,0.88,0.6,0.44,,0.670153846153846
2,1242475831,1.0,0.28,0.44,0.76,0.4,0.68,0.16,0.44,1.0,1.0,1.0,0.92,1.0,1.0,0.92,1.0,0.84,0.68,0.76,0.96,0.24,0.32,0.52,0.96,0.52,0.96,1.0,1.0,1.0,0.96,0.8,0.64,0.24,0.04,0.04,0.52,0.88,0.2,0.44,0.6,0.56,0.68,0.28,0.44,0.4,0.52,0.48,0.4,0.36,0.0,0.52,0.68,0.56,0.52,0.64,0.68,0.84,0.68,0.8,0.6,0.76,0.48,0.28,0.56,0.48,0.6,0.6199999999999999
3,1245012269,1.0,0.32,0.64,0.64,0.44,0.68,0.0,0.2,0.96,1.0,1.0,0.88,1.0,1.0,0.92,1.0,0.84,0.72,0.8,0.96,0.24,0.04,0.48,0.8,0.2,1.0,0.96,1.0,1.0,1.0,1.0,0.44,0.32,0.24,0.2,0.56,0.92,0.8,0.44,0.68,0.68,0.64,0.68,0.48,0.64,0.56,0.56,0.64,0.68,0.84,0.52,0.68,0.6,0.56,0.72,0.36,0.96,0.44,0.4,0.8,0.84,0.56,0.76,0.6,0.44,,0.6609230769230768
4,1241022359,1.0,0.24,0.92,0.64,0.76,0.8,0.0,0.76,0.96,1.0,1.0,0.92,1.0,1.0,0.96,1.0,0.8,0.84,1.0,0.96,0.0,0.32,0.32,0.72,0.4,0.96,0.88,0.88,1.0,0.96,0.88,0.68,0.2,0.36,0.08,0.36,0.76,0.36,0.32,0.56,0.4,0.6,0.12,0.4,0.28,0.28,0.32,0.24,0.28,0.88,0.48,0.52,0.52,0.44,0.56,0.64,0.8,0.12,0.16,0.68,0.8,0.24,0.6,0.48,0.36,0.7083333333333334,0.5980050505050505
5,1239356641,1.0,0.32,0.68,0.48,0.28,0.8,0.4,0.4,1.0,0.96,1.0,0.88,1.0,1.0,1.0,0.96,0.76,0.2,0.92,1.0,0.32,0.28,0.8,0.64,0.28,1.0,0.92,1.0,0.92,0.76,0.72,0.2,0.44,0.32,0.44,0.44,0.96,0.52,0.64,0.32,0.32,0.4,0.8,0.56,0.52,0.48,0.32,0.48,0.52,0.8,0.56,0.32,0.36,0.44,0.72,0.6,1.0,0.56,0.76,0.76,0.92,0.56,0.92,0.48,0.6,0.041666666666666664,0.6327525252525252
6,1236207023,1.0,0.4,0.84,0.76,0.6,0.72,0.04,0.25,0.96,0.96,0.96,1.0,1.0,0.84,0.76,1.0,0.16,0.56,0.28,0.96,0.32,0.4,0.6,0.2,0.68,1.0,0.84,1.0,0.92,0.84,0.68,0.16,0.44,0.16,0.48,0.68,0.88,0.84,0.52,0.64,0.56,0.72,0.52,0.6,0.68,0.6,0.6,0.64,0.64,0.92,0.68,0.68,0.64,0.68,0.68,0.68,1.0,0.8,0.56,0.64,0.8,0.8,0.88,0.56,0.44,0.76,0.668030303030303
7,1244526205,1.0,0.32,0.88,0.92,0.72,0.64,0.32,0.6,1.0,0.96,1.0,0.96,1.0,1.0,0.92,0.96,0.8,0.24,0.84,1.0,0.52,0.4,0.72,0.76,0.52,1.0,1.0,0.96,0.92,0.96,0.04,0.04,0.04,0.32,0.08,0.52,0.84,0.28,0.28,0.64,0.4,0.52,0.84,0.6,0.52,0.56,0.56,0.6,0.64,0.96,0.56,0.48,0.44,0.48,0.68,0.56,0.88,0.28,0.76,0.68,0.64,0.64,0.64,0.56,0.52,0.0,0.635151515151515
8,1232663321,1.0,0.32,0.64,0.64,0.48,0.68,0.0,0.2,0.96,1.0,1.0,0.88,1.0,1.0,0.92,1.0,0.84,0.32,0.8,0.96,0.44,0.36,0.52,0.8,0.76,1.0,0.96,1.0,1.0,1.0,1.0,0.4,0.16,0.24,0.44,0.52,0.92,0.8,0.4,0.68,0.64,0.6,0.28,0.44,0.6,0.52,0.56,0.6,0.64,0.84,0.48,0.68,0.6,0.56,0.72,0.64,0.96,0.4,0.4,0.8,0.84,0.56,0.72,0.56,0.4,0.88,0.666060606060606
9,1245162103,1.0,0.52,0.72,0.2,0.56,0.24,0.68,0.04,0.92,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.12,0.56,0.92,0.96,0.32,0.48,0.4,0.88,0.44,0.92,0.96,1.0,1.0,0.84,0.64,0.24,0.68,0.36,0.28,0.56,0.04,0.76,0.84,0.48,0.52,0.48,0.84,0.68,0.64,0.44,0.68,0.52,0.68,0.76,0.64,0.4,0.56,0.56,0.28,0.52,0.88,0.68,0.84,0.24,0.12,0.68,0.64,0.52,0.68,0.8,0.6187878787878788
