community,size,avg_to_centroid_sim,mean_pair_sim,min_pair_sim
0,200,0.8538571428571429,0.7737329504666188,0.48571428571428577
2,200,0.8402857142857143,0.7551012203876525,0.4571428571428572
3,200,0.8442857142857143,0.7582311557788944,0.48571428571428577
8,200,0.8697142857142857,0.7932089016511128,0.5142857142857142
15,200,0.8484285714285714,0.7640258435032306,0.48571428571428577
20,200,0.8555714285714285,0.7700875807609477,0.5142857142857142
25,200,0.8547142857142858,0.7720789662598708,0.5142857142857142
50,200,0.8545714285714285,0.7717702799712851,0.5428571428571429
53,181,0.8340962904498816,0.7411628518810839,0.48571428571428577
39,174,0.8640394088669952,0.7911709710792829,0.5428571428571429
29,173,0.8578034682080925,0.784782900927544,0.5142857142857142
27,171,0.8549707602339182,0.7711317509459924,0.5142857142857142
42,164,0.8538327526132404,0.7676791859943141,0.5142857142857142
19,162,0.8573192239858907,0.7718755134904204,0.5428571428571429
40,159,0.8557053009883199,0.7721450748916716,0.5428571428571429
9,157,0.8211101000909918,0.7324584120762465,0.4571428571428572
24,157,0.864786169244768,0.7898439140477358,0.5142857142857142
1,153,0.8031746031746032,0.6994250331711632,0.4285714285714286
7,132,0.8227272727272728,0.7331284491589835,0.4571428571428572
21,125,0.8365714285714285,0.7493751152073732,0.5142857142857142
11,123,0.8422764227642277,0.7664172426267588,0.5714285714285714
30,112,0.8306122448979592,0.737667769810627,0.48571428571428577
54,112,0.8420918367346939,0.7565223386651958,0.5428571428571429
22,111,0.8064350064350064,0.7102328302328303,0.48571428571428577
44,107,0.865954606141522,0.7948913016096936,0.5428571428571429
4,100,0.8377142857142857,0.7563867243867244,0.48571428571428577
46,94,0.8297872340425532,0.7386148968853156,0.48571428571428577
10,93,0.8119815668202766,0.7186602551258933,0.4
13,91,0.8131868131868132,0.7208023722309437,0.4571428571428572
16,86,0.8405315614617941,0.7539495798319328,0.5428571428571429
47,86,0.8478405315614619,0.7551924956028924,0.5428571428571429
56,84,0.8391156462585034,0.7471846569953282,0.5142857142857142
6,83,0.8024096385542169,0.7149657864909114,0.37142857142857144
48,83,0.8654044750430293,0.7902858822047775,0.5714285714285714
45,80,0.8292857142857143,0.7330741410488246,0.48571428571428577
38,77,0.874582560296846,0.8039644565960355,0.6
51,76,0.8451127819548873,0.7584862155388471,0.5428571428571429
55,74,0.8208494208494208,0.732807954725763,0.4571428571428572
14,73,0.8058708414872798,0.7116547075451185,0.37142857142857144
34,71,0.8293762575452717,0.7364759988502444,0.5428571428571429
17,67,0.8204690831556504,0.7295470698455774,0.5428571428571429
26,63,0.8131519274376418,0.7193182649403848,0.4285714285714286
58,60,0.8614285714285714,0.7879257465698145,0.6285714285714286
18,58,0.8098522167487685,0.7105868118572293,0.4285714285714286
5,56,0.8056122448979592,0.7101669758812615,0.48571428571428577
52,56,0.8372448979591837,0.7480705009276438,0.48571428571428577
43,51,0.8728291316526611,0.8032268907563026,0.5714285714285714
36,49,0.8425655976676385,0.7481049562682216,0.5714285714285714
35,48,0.8547619047619047,0.7796605876393111,0.5714285714285714
12,44,0.8363636363636364,0.7551495016611296,0.5428571428571429
37,42,0.8204081632653062,0.7253691720590676,0.5428571428571429
49,41,0.8202090592334494,0.7202090592334496,0.5428571428571429
41,39,0.8285714285714286,0.7303258145363408,0.5142857142857142
57,39,0.8249084249084249,0.7261615577405053,0.5428571428571429
31,35,0.8114285714285714,0.7205762304921969,0.5142857142857142
23,34,0.7663865546218488,0.6716577540106952,0.4571428571428572
32,27,0.8359788359788359,0.7459503459503459,0.5714285714285714
28,26,0.8373626373626374,0.7536703296703297,0.5428571428571429
33,16,0.8696428571428572,0.8028571428571429,0.6285714285714286
